long,lat,Total Observations,Total Citations,Total Accidents,Total Injuries,Total Fatalities,geometry,Observations per Accident,Accidents per Observation,Observations per Injury,Injuries per Observation,Observations per Fatality,Fatalities per Observation,Normalized Accidents per Observation,Normalized Observations per Injury,Normalized Observations per Fatality,Normalized Total Injuries,Normalized Total Accidents,Normalized Observations per Accident,Normalized Total Citations,Normalized Fatalities per Observation,Normalized Total Fatalities,Normalized Injuries per Observation,Normalized Total Observations
-77.4,39.14,47,18,0,0,0,POINT (-77.40000000000001 39.14),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.3522567511672464,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.45142316823138756
-77.4,39.17,33,11,2,2,0,POINT (-77.40000000000001 39.17),16.5,0.06060606060606061,16.5,0.06060606060606061,0.0,0.0,0.2798165068913465,-0.3843936698103608,-0.17065794835774026,-0.13875858639711885,-0.211709293932897,-0.36695816595422515,-0.3600771102055754,-0.07130046983401872,-0.20458127844877552,1.6993862055705589,-0.46025665943973076
-77.395,39.135,66,29,1,0,0,POINT (-77.395 39.135),66.0,0.015151515151515152,0.0,0.0,0.0,0.0,-0.417212937029516,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.22223284004886942,0.15443385989406017,-0.3399676155355866,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.43943485873435045
-77.385,39.13,72,35,3,2,0,POINT (-77.38500000000001 39.13),24.0,0.041666666666666664,36.0,0.027777777777777776,0.0,0.0,-0.010612428075679607,-0.3167231714527304,-0.17065794835774026,-0.13875858639711885,-0.20118574781692458,-0.2879593741590304,-0.3332644506455903,-0.07130046983401872,-0.20458127844877552,0.5866023899961423,-0.43564907678791764
-77.385,39.205,31,20,0,0,0,POINT (-77.38500000000001 39.205),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.350022362870581,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.46151858675520835
-77.385,39.21,117,83,0,0,0,POINT (-77.38500000000001 39.21),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.2796391315256199,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.40725571218967177
-77.385,39.22,59,26,0,0,0,POINT (-77.38500000000001 39.22),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.3433191979805847,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.443851604338522
-77.38,39.21,776,296,1,1,0,POINT (-77.38 39.21),776.0,0.001288659793814433,776.0,0.001288659793814433,0.0,0.0,-0.6297949409744525,2.2512854841701673,-0.17065794835774026,-0.1835079527708254,-0.22223284004886942,7.632986149839163,-0.04167677793075151,-0.07130046983401872,-0.20458127844877552,-0.31130207657560127,0.008549338260195638
-77.38,39.215,320,217,0,0,0,POINT (-77.38 39.215),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.12993511564903604,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.27917008966869594
-77.38,39.22,516,253,0,0,1,POINT (-77.38 39.22),0.0,0.0,0.0,0.0,516.0,0.001937984496124031,-0.6495560850031369,-0.4416533222668173,0.597445394033608,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.08971612630905829,0.6412504907326609,1.310222746535908,-0.3549839154899024,-0.15550121275189166
-77.375,39.125,72,37,1,0,0,POINT (-77.375 39.125),72.0,0.013888888888888888,0.0,0.0,0.0,0.0,-0.43657486602731777,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.22223284004886942,0.21763289333021596,-0.33103006234892485,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.43564907678791764
-77.375,39.22,637,256,0,0,0,POINT (-77.375 39.22),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.08636454386406013,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.07915461016549719
-77.375,39.225,43,24,0,0,0,POINT (-77.375 39.225),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.34555358627725014,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.4539470228623428
-77.37,39.125,425,123,0,0,0,POINT (-77.37 39.125),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.2349513655923113,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.2129189056061222
-77.37,39.22,75,36,1,0,0,POINT (-77.37 39.22),75.0,0.013333333333333334,0.0,0.0,0.0,0.0,-0.44509411478635047,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.22223284004886942,0.24923241004829386,-0.33214725649725757,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.43375618581470127
-77.37,39.225,111,68,0,0,0,POINT (-77.37 39.225),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.29639704375061066,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.4110414941361046
-77.365,39.125,1420,706,0,0,0,POINT (-77.36499999999999 39.125),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,0.41637282288566185,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,0.4148899338439811
-77.36,39.125,118,39,0,0,0,POINT (-77.36 39.125),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.3287956740522594,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.406624748531933
-77.36,39.15,33,25,0,0,0,POINT (-77.36 39.15),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.3444363921289174,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.46025665943973076
-77.355,39.125,40,11,0,0,0,POINT (-77.355 39.125),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.3600771102055754,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.45583991383555916
-77.35,39.13,58,24,0,0,0,POINT (-77.34999999999999 39.13),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.34555358627725014,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.4444825679962608
-77.35,39.245,391,64,4,0,0,POINT (-77.34999999999999 39.245),97.75,0.010230179028132993,0.0,0.0,0.0,0.0,-0.49267989302094783,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.19066220170095216,0.48886207849371793,-0.30086582034394155,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.23437166996924133
-77.35,39.25,69,60,0,0,0,POINT (-77.34999999999999 39.25),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.3053345969372724,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.437541967761134
-77.345,39.13,298,234,21,8,0,POINT (-77.345 39.13),14.19047619047619,0.07046979865771812,37.25,0.026845637583892617,0.0,0.0,0.43107345557216,-0.3123853189939079,-0.17065794835774026,0.12973761184512045,-0.011761917729420994,-0.39128477803084066,-0.11094281512737987,-0.07130046983401872,-0.20458127844877552,0.5550055341073489,-0.2930512901389495
-77.34,39.13,88,51,1,0,0,POINT (-77.34 39.13),88.0,0.011363636363636364,0.0,0.0,0.0,0.0,-0.4752987240229212,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.22223284004886942,0.38616364915996476,-0.31538934427226684,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.4255536582640969
-77.335,39.08,187,181,0,0,0,POINT (-77.33499999999999 39.08),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.1701541049890138,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.363088256147956
-77.335,39.13,45,24,1,1,0,POINT (-77.33499999999999 39.13),45.0,0.022222222222222223,45.0,0.022222222222222223,0.0,0.0,-0.3087861346418263,-0.2854906337492087,-0.17065794835774026,-0.1835079527708254,-0.22223284004886942,-0.06676275713248513,-0.34555358627725014,-0.07130046983401872,-0.20458127844877552,0.3982851288989334,-0.4526850955468652
-77.325,39.125,39,20,0,0,0,POINT (-77.325 39.125),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.350022362870581,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.45647087749329796
-77.325,39.26,64,27,3,0,0,POINT (-77.325 39.26),21.333333333333332,0.046875,0.0,0.0,0.0,0.0,0.06925552904025259,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.20118574781692458,-0.31604783346398857,-0.342202003832252,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.44069678604982804
-77.325,39.28,582,258,14,10,0,POINT (-77.325 39.28),41.57142857142857,0.024054982817869417,58.2,0.01718213058419244,0.0,0.0,-0.2806813964676976,-0.23968291178404344,-0.17065794835774026,0.21923634459253355,-0.08542674054122794,-0.10287649052457416,-0.0841301555673947,-0.07130046983401872,-0.20458127844877552,0.22744060336744493,-0.11385761134113104
-77.32,39.12,45,27,0,0,0,POINT (-77.31999999999999 39.12),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.342202003832252,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.4526850955468652
-77.32,39.275,44,15,4,0,0,POINT (-77.31999999999999 39.275),11.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.7445028028385882,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.19066220170095216,-0.4248906132707013,-0.3556083336122446,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.453316059204604
-77.315,39.12,35,24,2,1,0,POINT (-77.315 39.12),17.5,0.05714285714285714,35.0,0.02857142857142857,0.0,0.0,0.2267095016402331,-0.3201934534197884,-0.17065794835774026,-0.1835079527708254,-0.211709293932897,-0.35642499371486586,-0.34555358627725014,-0.07130046983401872,-0.20458127844877552,0.6135048558671722,-0.4589947321242532
-77.315,39.185,91,48,4,3,0,POINT (-77.315 39.185),22.75,0.04395604395604396,30.333333333333332,0.03296703296703297,0.0,0.0,0.02449436626099396,-0.3363881025993922,-0.17065794835774026,-0.09400922002341232,-0.19066220170095216,-0.3011258394582295,-0.31874092671726495,-0.07130046983401872,-0.20458127844877552,0.7625031283836452,-0.4236607672908805
-77.315,39.27,42,26,0,0,0,POINT (-77.315 39.27),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.3433191979805847,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.4545779865200816
-77.315,39.28,321,83,8,2,0,POINT (-77.315 39.28),40.125,0.024922118380062305,160.5,0.006230529595015576,0.0,0.0,-0.26738417805587267,0.11532693344598687,-0.17065794835774026,-0.13875858639711885,-0.14856801723706248,-0.1181119717993617,-0.2796391315256199,-0.07130046983401872,-0.20458127844877552,-0.14378698715658392,-0.27853912601095715
-77.31,39.1,83,45,0,0,0,POINT (-77.31 39.1),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.3220925091622631,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.4287084765527909
-77.31,39.185,163,66,2,0,0,POINT (-77.31 39.185),81.5,0.012269938650306749,0.0,0.0,0.0,0.0,-0.4614008976870758,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.211709293932897,0.3176980296041293,-0.2986314320472761,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.3782313839336871
-77.31,39.19,361,36,1,0,0,POINT (-77.31 39.19),361.0,0.002770083102493075,0.0,0.0,0.0,0.0,-0.6070778363431397,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.22223284004886942,3.2617196705050535,-0.33214725649725757,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.25330057970140524
-77.31,39.26,102,49,1,1,0,POINT (-77.31 39.26),102.0,0.00980392156862745,102.0,0.00980392156862745,0.0,0.0,-0.4992164010202057,-0.08768456162690437,-0.17065794835774026,-0.1835079527708254,-0.22223284004886942,0.533628060510995,-0.3176237325689323,-0.07130046983401872,-0.20458127844877552,-0.022659337083063055,-0.4167201670557537
-77.31,39.265,133,22,0,0,0,POINT (-77.31 39.265),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.3477879745739156,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.39716029366585104
-77.305,39.1,136,60,0,0,0,POINT (-77.30500000000001 39.1),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.3053345969372724,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.3952674026926346
-77.305,39.11,105,67,8,4,0,POINT (-77.30500000000001 39.11),13.125,0.0761904761904762,26.25,0.0380952380952381,0.0,0.0,0.5187980305213565,-0.3505584206315456,-0.17065794835774026,-0.04925985364970576,-0.14856801723706248,-0.40250762226206277,-0.2975142378989434,-0.07130046983401872,-0.20458127844877552,0.9363344463195306,-0.41482727608253733
-77.305,39.145,43,27,1,1,0,POINT (-77.30500000000001 39.145),43.0,0.023255813953488372,43.0,0.023255813953488372,0.0,0.0,-0.2929363695087421,-0.2924311976833246,-0.17065794835774026,-0.1835079527708254,-0.22223284004886942,-0.08782910161120372,-0.342202003832252,-0.07130046983401872,-0.20458127844877552,0.4333208984053909,-0.4539470228623428
-77.305,39.19,42,8,0,0,0,POINT (-77.30500000000001 39.19),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.3634286926505736,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.4545779865200816
-77.305,39.195,166,55,2,0,0,POINT (-77.30500000000001 39.195),83.0,0.012048192771084338,0.0,0.0,0.0,0.0,-0.4648012926385709,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.211709293932897,0.33349778796316826,-0.31092056767893594,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.3763384929604707
-77.305,39.255,43,20,0,0,0,POINT (-77.30500000000001 39.255),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.350022362870581,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.4539470228623428
-77.305,39.26,72,34,0,0,0,POINT (-77.30500000000001 39.26),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.334381644793923,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.43564907678791764
-77.3,39.085,109,81,2,0,0,POINT (-77.3 39.085),54.5,0.01834862385321101,0.0,0.0,0.0,0.0,-0.3681864012185685,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.211709293932897,0.03330237914142822,-0.28187351982228537,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.41230342145158216
-77.3,39.09,30,17,0,0,0,POINT (-77.3 39.09),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.35337394531557914,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.46214955041294714
-77.3,39.11,119,48,4,1,0,POINT (-77.3 39.11),29.75,0.03361344537815126,119.0,0.008403361344537815,0.0,0.0,-0.1341057399188016,-0.028689768186918884,-0.17065794835774026,-0.1835079527708254,-0.19066220170095216,-0.22739363378271443,-0.31874092671726495,-0.07130046983401872,-0.20458127844877552,-0.07013427685546868,-0.4059937848741942
-77.3,39.15,39,10,0,0,0,POINT (-77.3 39.15),0.0,0.0,0.0,0.0,0.0,0.0,-0.6495560850031369,-0.4416533222668173,-0.17065794835774026,-0.22825731914453196,-0.23275638616484184,-0.5407555079036536,-0.36119430435390815,-0.07130046983401872,-0.20458127844877552,-0.3549839154899024,-0.45647087749329796
