long,lat,Total Observations,Total Citations,Total Accidents,Total Injuries,Total Fatalities,Total Stops,geometry,Observations per Accident,Accidents per Observation,Observations per Injury,Injuries per Observation,Observations per Fatality,Fatalities per Observation,Stops per Accident,Accidents per Stop,Stops per Injury,Injuries per Stop,Normalized Accidents per Stop,Normalized Stops per Accident,Normalized Total Injuries,Normalized Observations per Fatality,Normalized Stops per Injury,Normalized Injuries per Stop,Normalized Total Fatalities,Normalized Observations per Accident,Normalized Fatalities per Observation,Normalized Total Accidents,Normalized Total Stops,Normalized Observations per Injury,Normalized Injuries per Observation,Normalized Total Citations,Normalized Accidents per Observation,Normalized Total Observations
-77.385,39.205,31,20,0,0,0,24,POINT (-77.38500000000001 39.205),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48334795865026525,-0.5013978064323041,-0.22825731914453196,-0.17065794835774026,-0.41187956226543426,-0.26134131246938447,-0.20458127844877552,-0.5407555079036536,-0.07130046983401872,-0.23275638616484184,-0.5018138869524337,-0.4416533222668173,-0.3549839154899024,-0.350022362870581,-0.6495560850031369,-0.46151858675520835
-77.385,39.21,117,83,0,0,0,97,POINT (-77.38500000000001 39.21),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48334795865026525,-0.5013978064323041,-0.22825731914453196,-0.17065794835774026,-0.41187956226543426,-0.26134131246938447,-0.20458127844877552,-0.5407555079036536,-0.07130046983401872,-0.23275638616484184,-0.4127944810199681,-0.4416533222668173,-0.3549839154899024,-0.2796391315256199,-0.6495560850031369,-0.40725571218967177
-77.385,39.22,59,26,0,0,0,45,POINT (-77.38500000000001 39.22),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48334795865026525,-0.5013978064323041,-0.22825731914453196,-0.17065794835774026,-0.41187956226543426,-0.26134131246938447,-0.20458127844877552,-0.5407555079036536,-0.07130046983401872,-0.23275638616484184,-0.4762055646978888,-0.4416533222668173,-0.3549839154899024,-0.3433191979805847,-0.6495560850031369,-0.443851604338522
-77.38,39.21,776,296,1,1,0,642,POINT (-77.38 39.21),776.0,0.001288659793814433,776.0,0.001288659793814433,0.0,0.0,642.0,0.001557632398753894,642.0,0.001557632398753894,-0.47482273039445344,9.66876044795427,-0.1835079527708254,-0.17065794835774026,3.044310232568203,-0.24313476603628373,-0.20458127844877552,7.632986149839163,-0.07130046983401872,-0.22223284004886942,0.2518024536813162,2.2512854841701673,-0.31130207657560127,-0.04167677793075151,-0.6297949409744525,0.008549338260195638
-77.38,39.215,320,217,0,0,0,308,POINT (-77.38 39.215),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48334795865026525,-0.5013978064323041,-0.22825731914453196,-0.17065794835774026,-0.41187956226543426,-0.26134131246938447,-0.20458127844877552,-0.5407555079036536,-0.07130046983401872,-0.23275638616484184,-0.155491814557636,-0.4416533222668173,-0.3549839154899024,-0.12993511564903604,-0.6495560850031369,-0.27917008966869594
-77.38,39.22,516,253,0,0,1,435,POINT (-77.38 39.22),0.0,0.0,0.0,0.0,516.0,0.001937984496124031,0.0,0.0,0.0,0.0,-0.48334795865026525,-0.5013978064323041,-0.22825731914453196,0.597445394033608,-0.41187956226543426,-0.26134131246938447,1.310222746535908,-0.5407555079036536,0.6412504907326609,-0.23275638616484184,-0.0006224371134835245,-0.4416533222668173,-0.3549839154899024,-0.08971612630905829,-0.6495560850031369,-0.15550121275189166
-77.375,39.125,72,37,1,0,0,52,POINT (-77.375 39.125),72.0,0.013888888888888888,0.0,0.0,0.0,0.0,52.0,0.019230769230769232,0.0,0.0,-0.3780941790304352,0.32235332943701345,-0.22825731914453196,-0.17065794835774026,-0.41187956226543426,-0.26134131246938447,-0.20458127844877552,0.21763289333021596,-0.07130046983401872,-0.22223284004886942,-0.46766945727970716,-0.4416533222668173,-0.3549839154899024,-0.33103006234892485,-0.43657486602731777,-0.43564907678791764
-77.375,39.22,637,256,0,0,0,560,POINT (-77.375 39.22),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48334795865026525,-0.5013978064323041,-0.22825731914453196,-0.17065794835774026,-0.41187956226543426,-0.26134131246938447,-0.20458127844877552,-0.5407555079036536,-0.07130046983401872,-0.23275638616484184,0.15180805249690277,-0.4416533222668173,-0.3549839154899024,-0.08636454386406013,-0.6495560850031369,-0.07915461016549719
-77.375,39.225,43,24,0,0,0,41,POINT (-77.375 39.225),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48334795865026525,-0.5013978064323041,-0.22825731914453196,-0.17065794835774026,-0.41187956226543426,-0.26134131246938447,-0.20458127844877552,-0.5407555079036536,-0.07130046983401872,-0.23275638616484184,-0.48108334036542116,-0.4416533222668173,-0.3549839154899024,-0.34555358627725014,-0.6495560850031369,-0.4539470228623428
-77.37,39.125,425,123,0,0,0,280,POINT (-77.37 39.125),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.48334795865026525,-0.5013978064323041,-0.22825731914453196,-0.17065794835774026,-0.41187956226543426,-0.26134131246938447,-0.20458127844877552,-0.5407555079036536,-0.07130046983401872,-0.23275638616484184,-0.18963624423036254,-0.4416533222668173,-0.3549839154899024,-0.2349513655923113,-0.6495560850031369,-0.2129189056061222
-77.37,39.22,75,36,1,0,0,60,POINT (-77.37 39.22),75.0,0.013333333333333334,0.0,0.0,0.0,0.0,60.0,0.016666666666666666,0.0,0.0,-0.3921280163130792,0.4490842734169085,-0.22825731914453196,-0.17065794835774026,-0.41187956226543426,-0.26134131246938447,-0.20458127844877552,0.24923241004829386,-0.07130046983401872,-0.22223284004886942,-0.45791390594464243,-0.4416533222668173,-0.3549839154899024,-0.33214725649725757,-0.44509411478635047,-0.43375618581470127
