long,lat,Total Stops,Total Citations,Total Accidents,Total Injuries,Total Fatalities,geometry,Stops per Accident,Stops per Injury,Stops per Fatality
-77.21,39.2425,4,0,0,0,0,POINT (-77.20999999999999 39.2425),0.0,0.0,0.0
-77.21,39.245,8,64,0,8,0,POINT (-77.20999999999999 39.245),0.0,1.0,0.0
-77.21,39.255,4,4,0,0,0,POINT (-77.20999999999999 39.255),0.0,0.0,0.0
-77.21,39.2575,4,5,0,0,0,POINT (-77.20999999999999 39.2575),0.0,0.0,0.0
-77.21,39.26,8,20,0,0,0,POINT (-77.20999999999999 39.26),0.0,0.0,0.0
-77.21,39.27,6,13,0,0,0,POINT (-77.20999999999999 39.27),0.0,0.0,0.0
-77.21,39.2725,2,2,0,0,0,POINT (-77.20999999999999 39.2725),0.0,0.0,0.0
-77.21,39.2775,22,30,0,0,0,POINT (-77.20999999999999 39.2775),0.0,0.0,0.0
-77.21,39.28,9,19,5,1,0,POINT (-77.20999999999999 39.28),0.5555555555555556,0.1111111111111111,0.0
-77.21,39.2825,153,160,1,0,0,POINT (-77.20999999999999 39.2825),0.006535947712418301,0.0,0.0
-77.21,39.285,778,1225,15,12,0,POINT (-77.20999999999999 39.285),0.019280205655526992,0.015424164524421594,0.0
-77.21,39.2875,43,25,0,0,0,POINT (-77.20999999999999 39.2875),0.0,0.0,0.0
-77.21,39.29,5,25,0,5,0,POINT (-77.20999999999999 39.29),0.0,1.0,0.0
-77.21,39.2925,11,121,0,0,0,POINT (-77.20999999999999 39.2925),0.0,0.0,0.0
-77.21,39.3175,5,25,0,0,0,POINT (-77.20999999999999 39.3175),0.0,0.0,0.0
-77.21,39.3225,2,4,2,2,0,POINT (-77.20999999999999 39.3225),1.0,1.0,0.0
-77.21,39.325,1,0,0,0,0,POINT (-77.20999999999999 39.325),0.0,0.0,0.0
-77.21,39.3275,8,9,1,1,0,POINT (-77.20999999999999 39.3275),0.125,0.125,0.0
-77.2075,38.9775,75,35,1,1,0,POINT (-77.2075 38.9775),0.013333333333333334,0.013333333333333334,0.0
-77.2075,38.98,19,1,0,0,0,POINT (-77.2075 38.98),0.0,0.0,0.0
-77.2075,39.0,7,16,0,0,0,POINT (-77.2075 39),0.0,0.0,0.0
-77.2075,39.0075,1,1,0,0,0,POINT (-77.2075 39.0075),0.0,0.0,0.0
-77.2075,39.015,4,16,0,0,0,POINT (-77.2075 39.015),0.0,0.0,0.0
-77.2075,39.0175,359,367,22,8,0,POINT (-77.2075 39.0175),0.06128133704735376,0.022284122562674095,0.0
-77.2075,39.02,76,57,4,0,0,POINT (-77.2075 39.02),0.05263157894736842,0.0,0.0
-77.2075,39.0225,21,10,3,0,0,POINT (-77.2075 39.0225),0.14285714285714285,0.0,0.0
-77.2075,39.025,16,7,0,0,0,POINT (-77.2075 39.025),0.0,0.0,0.0
-77.2075,39.0275,14,3,0,0,0,POINT (-77.2075 39.0275),0.0,0.0,0.0
-77.2075,39.03,2,0,0,0,0,POINT (-77.2075 39.03),0.0,0.0,0.0
-77.2075,39.045,10,24,0,0,0,POINT (-77.2075 39.045),0.0,0.0,0.0
-77.2075,39.0475,39,36,2,0,0,POINT (-77.2075 39.0475),0.05128205128205128,0.0,0.0
-77.2075,39.065,6,5,0,0,0,POINT (-77.2075 39.065),0.0,0.0,0.0
-77.2075,39.0675,1,1,0,0,0,POINT (-77.2075 39.0675),0.0,0.0,0.0
-77.2075,39.0725,1,0,0,0,0,POINT (-77.2075 39.0725),0.0,0.0,0.0
-77.2075,39.075,5,0,0,0,0,POINT (-77.2075 39.075),0.0,0.0,0.0
-77.2075,39.0775,13,9,0,0,0,POINT (-77.2075 39.0775),0.0,0.0,0.0
-77.2075,39.0825,13,49,5,0,0,POINT (-77.2075 39.0825),0.38461538461538464,0.0,0.0
-77.2075,39.085,4,10,1,1,0,POINT (-77.2075 39.085),0.25,0.25,0.0
-77.2075,39.0875,7,49,0,0,0,POINT (-77.2075 39.0875),0.0,0.0,0.0
-77.2075,39.0925,183,144,5,2,0,POINT (-77.2075 39.0925),0.0273224043715847,0.01092896174863388,0.0
-77.2075,39.095,175,282,7,0,0,POINT (-77.2075 39.095),0.04,0.0,0.0
-77.2075,39.0975,444,366,6,2,0,POINT (-77.2075 39.0975),0.013513513513513514,0.0045045045045045045,0.0
-77.2075,39.1,33,7,0,0,0,POINT (-77.2075 39.1),0.0,0.0,0.0
-77.2075,39.1025,283,232,8,5,0,POINT (-77.2075 39.1025),0.028268551236749116,0.0176678445229682,0.0
-77.2075,39.105,622,907,5,3,0,POINT (-77.2075 39.105),0.008038585209003215,0.00482315112540193,0.0
-77.2075,39.1075,350,219,0,0,0,POINT (-77.2075 39.1075),0.0,0.0,0.0
-77.2075,39.11,106,204,7,0,0,POINT (-77.2075 39.11),0.0660377358490566,0.0,0.0
-77.2075,39.1125,264,210,0,0,0,POINT (-77.2075 39.1125),0.0,0.0,0.0
-77.2075,39.115,664,782,1,0,0,POINT (-77.2075 39.115),0.0015060240963855422,0.0,0.0
-77.2075,39.1175,1125,1606,11,5,3,POINT (-77.2075 39.1175),0.009777777777777778,0.0044444444444444444,0.0026666666666666666
-77.2075,39.12,3,5,0,0,0,POINT (-77.2075 39.12),0.0,0.0,0.0
-77.2075,39.125,15,20,1,0,0,POINT (-77.2075 39.125),0.06666666666666667,0.0,0.0
-77.2075,39.1275,173,209,3,2,0,POINT (-77.2075 39.1275),0.017341040462427744,0.011560693641618497,0.0
-77.2075,39.13,218,416,20,7,0,POINT (-77.2075 39.13),0.09174311926605505,0.03211009174311927,0.0
-77.2075,39.1325,614,1136,6,2,0,POINT (-77.2075 39.1325),0.009771986970684038,0.003257328990228013,0.0
-77.2075,39.135,103,118,2,0,0,POINT (-77.2075 39.135),0.019417475728155338,0.0,0.0
-77.2075,39.1375,26,1,0,0,0,POINT (-77.2075 39.1375),0.0,0.0,0.0
-77.2075,39.14,469,484,9,0,0,POINT (-77.2075 39.14),0.019189765458422176,0.0,0.0
-77.2075,39.1425,2,0,0,0,0,POINT (-77.2075 39.1425),0.0,0.0,0.0
-77.2075,39.145,10,18,0,0,0,POINT (-77.2075 39.145),0.0,0.0,0.0
-77.2075,39.1475,733,946,15,3,0,POINT (-77.2075 39.1475),0.020463847203274217,0.004092769440654843,0.0
-77.2075,39.15,1559,1569,10,6,0,POINT (-77.2075 39.15),0.006414368184733804,0.003848620910840282,0.0
-77.2075,39.1525,590,634,5,1,0,POINT (-77.2075 39.1525),0.00847457627118644,0.001694915254237288,0.0
-77.2075,39.155,1970,2773,37,2,0,POINT (-77.2075 39.155),0.018781725888324875,0.0010152284263959391,0.0
-77.2075,39.1575,748,1083,6,5,0,POINT (-77.2075 39.1575),0.008021390374331552,0.0066844919786096255,0.0
-77.2075,39.16,203,228,2,0,0,POINT (-77.2075 39.16),0.009852216748768473,0.0,0.0
-77.2075,39.1625,3,9,0,0,0,POINT (-77.2075 39.1625),0.0,0.0,0.0
-77.2075,39.165,2,0,0,0,0,POINT (-77.2075 39.165),0.0,0.0,0.0
-77.2075,39.1675,25,50,0,0,0,POINT (-77.2075 39.1675),0.0,0.0,0.0
-77.2075,39.17,659,1502,17,9,0,POINT (-77.2075 39.17),0.025796661608497723,0.013657056145675266,0.0
-77.2075,39.1725,559,895,7,4,0,POINT (-77.2075 39.1725),0.012522361359570662,0.007155635062611807,0.0
-77.2075,39.175,482,614,4,3,0,POINT (-77.2075 39.175),0.008298755186721992,0.006224066390041493,0.0
-77.2075,39.1775,28,64,9,0,0,POINT (-77.2075 39.1775),0.32142857142857145,0.0,0.0
-77.2075,39.18,3,9,0,0,0,POINT (-77.2075 39.18),0.0,0.0,0.0
-77.2075,39.1825,2,2,0,0,0,POINT (-77.2075 39.1825),0.0,0.0,0.0
-77.2075,39.185,54,63,5,0,0,POINT (-77.2075 39.185),0.09259259259259259,0.0,0.0
-77.2075,39.1875,4,16,4,0,0,POINT (-77.2075 39.1875),1.0,0.0,0.0
-77.2075,39.2025,6,3,0,0,0,POINT (-77.2075 39.2025),0.0,0.0,0.0
-77.2075,39.205,27,41,9,2,0,POINT (-77.2075 39.205),0.3333333333333333,0.07407407407407407,0.0
-77.2075,39.21,2,0,2,0,0,POINT (-77.2075 39.21),1.0,0.0,0.0
-77.2075,39.23,3,9,0,0,0,POINT (-77.2075 39.23),0.0,0.0,0.0
-77.2075,39.2375,2,0,0,0,0,POINT (-77.2075 39.2375),0.0,0.0,0.0
-77.2075,39.2425,7,4,0,0,0,POINT (-77.2075 39.2425),0.0,0.0,0.0
-77.2075,39.25,1,0,0,0,0,POINT (-77.2075 39.25),0.0,0.0,0.0
-77.2075,39.2525,15,8,0,0,0,POINT (-77.2075 39.2525),0.0,0.0,0.0
-77.2075,39.255,2,1,0,0,0,POINT (-77.2075 39.255),0.0,0.0,0.0
-77.2075,39.2575,5,2,0,0,0,POINT (-77.2075 39.2575),0.0,0.0,0.0
-77.2075,39.26,20,226,2,0,0,POINT (-77.2075 39.26),0.1,0.0,0.0
-77.2075,39.2625,1,0,0,0,0,POINT (-77.2075 39.2625),0.0,0.0,0.0
-77.2075,39.265,2,1,0,0,0,POINT (-77.2075 39.265),0.0,0.0,0.0
-77.2075,39.2675,112,157,0,0,0,POINT (-77.2075 39.2675),0.0,0.0,0.0
-77.2075,39.2725,16,55,1,0,0,POINT (-77.2075 39.2725),0.0625,0.0,0.0
-77.2075,39.275,3,4,0,0,0,POINT (-77.2075 39.275),0.0,0.0,0.0
-77.2075,39.2775,49,175,2,0,0,POINT (-77.2075 39.2775),0.04081632653061224,0.0,0.0
-77.2075,39.28,12,38,0,0,0,POINT (-77.2075 39.28),0.0,0.0,0.0
-77.2075,39.2825,127,129,1,1,0,POINT (-77.2075 39.2825),0.007874015748031496,0.007874015748031496,0.0
-77.2075,39.285,155,430,0,0,0,POINT (-77.2075 39.285),0.0,0.0,0.0
-77.2075,39.2875,653,966,17,15,0,POINT (-77.2075 39.2875),0.026033690658499236,0.022970903522205207,0.0
-77.2075,39.29,14,4,0,0,0,POINT (-77.2075 39.29),0.0,0.0,0.0
-77.2075,39.2925,1,0,0,0,0,POINT (-77.2075 39.2925),0.0,0.0,0.0
-77.2075,39.325,16,10,0,0,0,POINT (-77.2075 39.325),0.0,0.0,0.0
-77.205,38.9775,6,0,0,0,0,POINT (-77.205 38.9775),0.0,0.0,0.0
-77.205,38.99,1,0,0,0,0,POINT (-77.205 38.99),0.0,0.0,0.0
-77.205,39.015,139,164,7,2,0,POINT (-77.205 39.015),0.050359712230215826,0.014388489208633094,0.0
-77.205,39.0175,10,9,0,0,0,POINT (-77.205 39.0175),0.0,0.0,0.0
-77.205,39.02,4,0,0,0,0,POINT (-77.205 39.02),0.0,0.0,0.0
-77.205,39.025,31,21,2,0,0,POINT (-77.205 39.025),0.06451612903225806,0.0,0.0
-77.205,39.0275,95,108,0,0,0,POINT (-77.205 39.0275),0.0,0.0,0.0
-77.205,39.0475,26,13,1,1,0,POINT (-77.205 39.0475),0.038461538461538464,0.038461538461538464,0.0
-77.205,39.05,1,0,0,0,0,POINT (-77.205 39.05),0.0,0.0,0.0
-77.205,39.0525,2,0,0,0,0,POINT (-77.205 39.0525),0.0,0.0,0.0
-77.205,39.055,3,1,0,0,0,POINT (-77.205 39.055),0.0,0.0,0.0
-77.205,39.0575,2,0,0,0,0,POINT (-77.205 39.0575),0.0,0.0,0.0
-77.205,39.0775,6,0,0,0,0,POINT (-77.205 39.0775),0.0,0.0,0.0
-77.205,39.08,1,1,0,0,0,POINT (-77.205 39.08),0.0,0.0,0.0
-77.205,39.0825,9,0,0,0,0,POINT (-77.205 39.0825),0.0,0.0,0.0
-77.205,39.085,3,0,0,0,0,POINT (-77.205 39.085),0.0,0.0,0.0
-77.205,39.09,124,262,6,2,0,POINT (-77.205 39.09),0.04838709677419355,0.016129032258064516,0.0
-77.205,39.0925,123,64,5,0,0,POINT (-77.205 39.0925),0.04065040650406504,0.0,0.0
-77.205,39.095,11,9,0,0,0,POINT (-77.205 39.095),0.0,0.0,0.0
-77.205,39.0975,946,772,16,10,0,POINT (-77.205 39.0975),0.016913319238900635,0.010570824524312896,0.0
-77.205,39.1,198,356,7,1,0,POINT (-77.205 39.1),0.03535353535353535,0.005050505050505051,0.0
-77.205,39.1025,251,178,7,1,0,POINT (-77.205 39.1025),0.027888446215139442,0.00398406374501992,0.0
-77.205,39.105,259,230,3,0,0,POINT (-77.205 39.105),0.011583011583011582,0.0,0.0
-77.205,39.1075,220,148,0,0,0,POINT (-77.205 39.1075),0.0,0.0,0.0
-77.205,39.11,9,26,0,0,0,POINT (-77.205 39.11),0.0,0.0,0.0
-77.205,39.1125,31,132,11,0,0,POINT (-77.205 39.1125),0.3548387096774194,0.0,0.0
-77.205,39.115,417,939,3,2,0,POINT (-77.205 39.115),0.007194244604316547,0.004796163069544364,0.0
-77.205,39.1175,1579,2542,1,1,0,POINT (-77.205 39.1175),0.0006333122229259025,0.0006333122229259025,0.0
-77.205,39.12,64,137,0,0,0,POINT (-77.205 39.12),0.0,0.0,0.0
-77.205,39.125,17,15,1,1,0,POINT (-77.205 39.125),0.058823529411764705,0.058823529411764705,0.0
-77.205,39.1275,141,300,3,0,0,POINT (-77.205 39.1275),0.02127659574468085,0.0,0.0
-77.205,39.13,396,536,1,0,0,POINT (-77.205 39.13),0.0025252525252525255,0.0,0.0
-77.205,39.1325,87,100,7,1,0,POINT (-77.205 39.1325),0.08045977011494253,0.011494252873563218,0.0
-77.205,39.135,404,499,13,13,0,POINT (-77.205 39.135),0.03217821782178218,0.03217821782178218,0.0
-77.205,39.1375,459,807,23,9,0,POINT (-77.205 39.1375),0.05010893246187364,0.0196078431372549,0.0
-77.205,39.14,519,942,13,9,1,POINT (-77.205 39.14),0.025048169556840076,0.017341040462427744,0.0019267822736030828
-77.205,39.1425,95,189,0,0,0,POINT (-77.205 39.1425),0.0,0.0,0.0
-77.205,39.145,242,303,3,0,0,POINT (-77.205 39.145),0.012396694214876033,0.0,0.0
-77.205,39.1475,822,972,9,15,0,POINT (-77.205 39.1475),0.010948905109489052,0.01824817518248175,0.0
-77.205,39.15,2204,2478,23,3,0,POINT (-77.205 39.15),0.010435571687840291,0.0013611615245009074,0.0
-77.205,39.1525,91,141,1,3,0,POINT (-77.205 39.1525),0.01098901098901099,0.03296703296703297,0.0
-77.205,39.155,107,232,0,0,0,POINT (-77.205 39.155),0.0,0.0,0.0
-77.205,39.1575,3832,4785,46,21,0,POINT (-77.205 39.1575),0.012004175365344467,0.005480167014613779,0.0
-77.205,39.16,563,860,6,1,0,POINT (-77.205 39.16),0.010657193605683837,0.0017761989342806395,0.0
-77.205,39.1625,82,202,0,0,0,POINT (-77.205 39.1625),0.0,0.0,0.0
-77.205,39.165,1120,1517,11,2,0,POINT (-77.205 39.165),0.009821428571428571,0.0017857142857142857,0.0
-77.205,39.1675,652,678,16,2,0,POINT (-77.205 39.1675),0.024539877300613498,0.003067484662576687,0.0
-77.205,39.17,1664,2071,19,8,0,POINT (-77.205 39.17),0.01141826923076923,0.004807692307692308,0.0
-77.205,39.1725,1054,2289,32,2,0,POINT (-77.205 39.1725),0.030360531309297913,0.0018975332068311196,0.0
-77.205,39.175,689,1105,13,0,0,POINT (-77.205 39.175),0.018867924528301886,0.0,0.0
-77.205,39.1825,3,4,0,0,0,POINT (-77.205 39.1825),0.0,0.0,0.0
-77.205,39.185,39,46,0,0,0,POINT (-77.205 39.185),0.0,0.0,0.0
-77.205,39.1875,6,16,4,0,0,POINT (-77.205 39.1875),0.6666666666666666,0.0,0.0
-77.205,39.19,8,6,2,0,0,POINT (-77.205 39.19),0.25,0.0,0.0
-77.205,39.2,39,67,0,0,0,POINT (-77.205 39.2),0.0,0.0,0.0
-77.205,39.2025,18,9,0,2,0,POINT (-77.205 39.2025),0.0,0.1111111111111111,0.0
-77.205,39.21,2,0,0,0,0,POINT (-77.205 39.21),0.0,0.0,0.0
-77.205,39.2125,1,1,0,0,0,POINT (-77.205 39.2125),0.0,0.0,0.0
-77.205,39.2275,5,17,0,0,0,POINT (-77.205 39.2275),0.0,0.0,0.0
-77.205,39.23,3,1,0,0,0,POINT (-77.205 39.23),0.0,0.0,0.0
-77.205,39.2325,16,25,0,0,0,POINT (-77.205 39.2325),0.0,0.0,0.0
-77.205,39.235,1,1,0,0,0,POINT (-77.205 39.235),0.0,0.0,0.0
-77.205,39.2375,3,9,0,0,0,POINT (-77.205 39.2375),0.0,0.0,0.0
-77.205,39.245,5,5,1,1,0,POINT (-77.205 39.245),0.2,0.2,0.0
-77.205,39.25,1,0,0,0,0,POINT (-77.205 39.25),0.0,0.0,0.0
-77.205,39.255,3,9,0,0,0,POINT (-77.205 39.255),0.0,0.0,0.0
-77.205,39.26,39,88,0,0,0,POINT (-77.205 39.26),0.0,0.0,0.0
-77.205,39.2625,46,37,1,0,0,POINT (-77.205 39.2625),0.021739130434782608,0.0,0.0
-77.205,39.265,97,189,1,7,0,POINT (-77.205 39.265),0.010309278350515464,0.07216494845360824,0.0
-77.205,39.2675,79,115,11,3,0,POINT (-77.205 39.2675),0.13924050632911392,0.0379746835443038,0.0
-77.205,39.27,41,141,3,3,0,POINT (-77.205 39.27),0.07317073170731707,0.07317073170731707,0.0
-77.205,39.2725,57,57,6,3,0,POINT (-77.205 39.2725),0.10526315789473684,0.05263157894736842,0.0
-77.205,39.275,69,75,4,2,0,POINT (-77.205 39.275),0.057971014492753624,0.028985507246376812,0.0
-77.205,39.2775,215,293,7,2,0,POINT (-77.205 39.2775),0.03255813953488372,0.009302325581395349,0.0
-77.205,39.28,13,53,0,0,0,POINT (-77.205 39.28),0.0,0.0,0.0
-77.205,39.2825,137,268,1,1,0,POINT (-77.205 39.2825),0.0072992700729927005,0.0072992700729927005,0.0
-77.205,39.285,76,259,0,0,0,POINT (-77.205 39.285),0.0,0.0,0.0
-77.205,39.2875,343,424,8,5,0,POINT (-77.205 39.2875),0.023323615160349854,0.014577259475218658,0.0
-77.205,39.29,821,1583,10,3,0,POINT (-77.205 39.29),0.012180267965895249,0.0036540803897685747,0.0
-77.205,39.2925,59,72,0,0,0,POINT (-77.205 39.2925),0.0,0.0,0.0
-77.205,39.295,47,179,15,13,0,POINT (-77.205 39.295),0.3191489361702128,0.2765957446808511,0.0
-77.205,39.2975,58,104,3,0,0,POINT (-77.205 39.2975),0.05172413793103448,0.0,0.0
-77.205,39.32,1,1,0,0,0,POINT (-77.205 39.32),0.0,0.0,0.0
-77.205,39.3225,13,27,1,0,0,POINT (-77.205 39.3225),0.07692307692307693,0.0,0.0
-77.205,39.325,2,2,0,0,0,POINT (-77.205 39.325),0.0,0.0,0.0
-77.2025,38.975,1,1,0,0,0,POINT (-77.2025 38.975),0.0,0.0,0.0
-77.2025,38.9775,3,1,1,0,0,POINT (-77.2025 38.9775),0.3333333333333333,0.0,0.0
-77.2025,39.0,2,1,0,0,0,POINT (-77.2025 39),0.0,0.0,0.0
-77.2025,39.01,2,2,0,0,0,POINT (-77.2025 39.01),0.0,0.0,0.0
-77.2025,39.0125,54,75,0,1,0,POINT (-77.2025 39.0125),0.0,0.018518518518518517,0.0
-77.2025,39.015,96,105,4,2,0,POINT (-77.2025 39.015),0.041666666666666664,0.020833333333333332,0.0
-77.2025,39.0175,1,1,0,0,0,POINT (-77.2025 39.0175),0.0,0.0,0.0
-77.2025,39.02,4,3,0,0,0,POINT (-77.2025 39.02),0.0,0.0,0.0
-77.2025,39.025,21,9,2,2,0,POINT (-77.2025 39.025),0.09523809523809523,0.09523809523809523,0.0
-77.2025,39.0275,11,3,0,0,0,POINT (-77.2025 39.0275),0.0,0.0,0.0
-77.2025,39.03,26,26,5,0,0,POINT (-77.2025 39.03),0.19230769230769232,0.0,0.0
-77.2025,39.0325,2,2,0,0,0,POINT (-77.2025 39.0325),0.0,0.0,0.0
-77.2025,39.045,5,25,5,0,0,POINT (-77.2025 39.045),1.0,0.0,0.0
-77.2025,39.0475,17,29,1,0,0,POINT (-77.2025 39.0475),0.058823529411764705,0.0,0.0
-77.2025,39.055,28,6,0,0,0,POINT (-77.2025 39.055),0.0,0.0,0.0
-77.2025,39.0575,73,48,0,0,0,POINT (-77.2025 39.0575),0.0,0.0,0.0
-77.2025,39.06,9,0,0,0,0,POINT (-77.2025 39.06),0.0,0.0,0.0
-77.2025,39.0675,1,1,0,0,0,POINT (-77.2025 39.0675),0.0,0.0,0.0
-77.2025,39.0725,2,4,0,0,0,POINT (-77.2025 39.0725),0.0,0.0,0.0
-77.2025,39.0775,3,0,0,0,0,POINT (-77.2025 39.0775),0.0,0.0,0.0
-77.2025,39.08,16,6,1,1,0,POINT (-77.2025 39.08),0.0625,0.0625,0.0
-77.2025,39.0825,1,0,0,0,0,POINT (-77.2025 39.0825),0.0,0.0,0.0
-77.2025,39.0875,2,4,0,0,0,POINT (-77.2025 39.0875),0.0,0.0,0.0
-77.2025,39.09,109,106,5,3,0,POINT (-77.2025 39.09),0.045871559633027525,0.027522935779816515,0.0
-77.2025,39.0925,63,32,7,7,0,POINT (-77.2025 39.0925),0.1111111111111111,0.1111111111111111,0.0
-77.2025,39.095,268,249,1,2,0,POINT (-77.2025 39.095),0.0037313432835820895,0.007462686567164179,0.0
-77.2025,39.0975,440,295,2,3,0,POINT (-77.2025 39.0975),0.004545454545454545,0.006818181818181818,0.0
-77.2025,39.1,22,93,0,5,0,POINT (-77.2025 39.1),0.0,0.22727272727272727,0.0
-77.2025,39.1025,4,0,0,0,0,POINT (-77.2025 39.1025),0.0,0.0,0.0
-77.2025,39.105,522,487,18,10,0,POINT (-77.2025 39.105),0.034482758620689655,0.019157088122605363,0.0
-77.2025,39.1075,154,124,7,0,0,POINT (-77.2025 39.1075),0.045454545454545456,0.0,0.0
-77.2025,39.11,18,15,0,0,0,POINT (-77.2025 39.11),0.0,0.0,0.0
-77.2025,39.1125,40,181,0,0,0,POINT (-77.2025 39.1125),0.0,0.0,0.0
-77.2025,39.115,305,418,2,1,0,POINT (-77.2025 39.115),0.006557377049180328,0.003278688524590164,0.0
-77.2025,39.1175,488,638,3,6,0,POINT (-77.2025 39.1175),0.006147540983606557,0.012295081967213115,0.0
-77.2025,39.12,5876,4480,0,0,0,POINT (-77.2025 39.12),0.0,0.0,0.0
-77.2025,39.1225,4,2,0,0,0,POINT (-77.2025 39.1225),0.0,0.0,0.0
-77.2025,39.125,182,302,3,0,0,POINT (-77.2025 39.125),0.016483516483516484,0.0,0.0
-77.2025,39.1275,544,999,12,2,0,POINT (-77.2025 39.1275),0.022058823529411766,0.003676470588235294,0.0
-77.2025,39.13,166,137,1,0,0,POINT (-77.2025 39.13),0.006024096385542169,0.0,0.0
-77.2025,39.1325,202,161,1,0,0,POINT (-77.2025 39.1325),0.0049504950495049506,0.0,0.0
-77.2025,39.135,112,129,0,0,0,POINT (-77.2025 39.135),0.0,0.0,0.0
-77.2025,39.1375,25,7,0,0,0,POINT (-77.2025 39.1375),0.0,0.0,0.0
-77.2025,39.14,419,536,10,4,0,POINT (-77.2025 39.14),0.02386634844868735,0.00954653937947494,0.0
-77.2025,39.1425,567,649,1,0,0,POINT (-77.2025 39.1425),0.001763668430335097,0.0,0.0
-77.2025,39.145,1785,2193,10,6,0,POINT (-77.2025 39.145),0.0056022408963585435,0.0033613445378151263,0.0
-77.2025,39.1475,36,99,0,0,0,POINT (-77.2025 39.1475),0.0,0.0,0.0
-77.2025,39.15,1599,1565,10,0,0,POINT (-77.2025 39.15),0.006253908692933083,0.0,0.0
-77.2025,39.1525,500,635,9,0,0,POINT (-77.2025 39.1525),0.018,0.0,0.0
-77.2025,39.155,774,638,14,1,0,POINT (-77.2025 39.155),0.01808785529715762,0.0012919896640826874,0.0
-77.2025,39.1575,3060,3721,43,12,0,POINT (-77.2025 39.1575),0.014052287581699347,0.00392156862745098,0.0
-77.2025,39.16,2144,2453,36,12,0,POINT (-77.2025 39.16),0.016791044776119403,0.005597014925373134,0.0
-77.2025,39.1625,1303,1129,11,0,5,POINT (-77.2025 39.1625),0.00844205679201842,0.0,0.003837298541826554
-77.2025,39.165,63,79,0,0,0,POINT (-77.2025 39.165),0.0,0.0,0.0
-77.2025,39.1675,1,0,0,0,0,POINT (-77.2025 39.1675),0.0,0.0,0.0
-77.2025,39.17,104,137,0,0,0,POINT (-77.2025 39.17),0.0,0.0,0.0
-77.2025,39.1725,959,1222,20,7,1,POINT (-77.2025 39.1725),0.020855057351407715,0.0072992700729927005,0.0010427528675703858
-77.2025,39.175,943,1294,39,11,0,POINT (-77.2025 39.175),0.041357370095440084,0.01166489925768823,0.0
-77.2025,39.1775,578,644,0,1,0,POINT (-77.2025 39.1775),0.0,0.0017301038062283738,0.0
-77.2025,39.18,66,41,0,0,0,POINT (-77.2025 39.18),0.0,0.0,0.0
-77.2025,39.1825,14,20,0,0,0,POINT (-77.2025 39.1825),0.0,0.0,0.0
-77.2025,39.185,56,39,0,0,0,POINT (-77.2025 39.185),0.0,0.0,0.0
-77.2025,39.1875,121,340,2,0,0,POINT (-77.2025 39.1875),0.01652892561983471,0.0,0.0
-77.2025,39.19,19,55,0,0,0,POINT (-77.2025 39.19),0.0,0.0,0.0
-77.2025,39.1925,4,4,0,0,0,POINT (-77.2025 39.1925),0.0,0.0,0.0
-77.2025,39.195,6,18,0,0,0,POINT (-77.2025 39.195),0.0,0.0,0.0
-77.2025,39.2,61,79,1,1,0,POINT (-77.2025 39.2),0.01639344262295082,0.01639344262295082,0.0
-77.2025,39.21,1,1,1,1,0,POINT (-77.2025 39.21),1.0,1.0,0.0
-77.2025,39.2475,1,0,0,0,0,POINT (-77.2025 39.2475),0.0,0.0,0.0
-77.2025,39.25,20,59,1,0,0,POINT (-77.2025 39.25),0.05,0.0,0.0
-77.2025,39.2525,8,12,0,0,0,POINT (-77.2025 39.2525),0.0,0.0,0.0
-77.2025,39.2575,8,4,1,1,0,POINT (-77.2025 39.2575),0.125,0.125,0.0
-77.2025,39.26,122,153,4,6,0,POINT (-77.2025 39.26),0.03278688524590164,0.04918032786885246,0.0
-77.2025,39.2625,30,56,0,0,0,POINT (-77.2025 39.2625),0.0,0.0,0.0
-77.2025,39.265,121,125,1,0,0,POINT (-77.2025 39.265),0.008264462809917356,0.0,0.0
-77.2025,39.2675,20,199,0,0,0,POINT (-77.2025 39.2675),0.0,0.0,0.0
-77.2025,39.27,3,0,0,0,0,POINT (-77.2025 39.27),0.0,0.0,0.0
-77.2025,39.2725,17,19,0,0,0,POINT (-77.2025 39.2725),0.0,0.0,0.0
-77.2025,39.2775,22,20,1,3,0,POINT (-77.2025 39.2775),0.045454545454545456,0.13636363636363635,0.0
-77.2025,39.28,205,369,4,0,0,POINT (-77.2025 39.28),0.01951219512195122,0.0,0.0
-77.2025,39.2825,220,401,19,12,0,POINT (-77.2025 39.2825),0.08636363636363636,0.05454545454545454,0.0
-77.2025,39.285,390,677,4,11,0,POINT (-77.2025 39.285),0.010256410256410256,0.028205128205128206,0.0
-77.2025,39.2875,1053,1572,15,10,0,POINT (-77.2025 39.2875),0.014245014245014245,0.00949667616334283,0.0
-77.2025,39.29,790,815,1,0,4,POINT (-77.2025 39.29),0.0012658227848101266,0.0,0.005063291139240506
-77.2025,39.2925,5,11,0,0,0,POINT (-77.2025 39.2925),0.0,0.0,0.0
-77.2025,39.295,11,33,0,0,0,POINT (-77.2025 39.295),0.0,0.0,0.0
-77.2025,39.2975,39,76,5,0,0,POINT (-77.2025 39.2975),0.1282051282051282,0.0,0.0
-77.2025,39.3,83,136,2,0,0,POINT (-77.2025 39.3),0.024096385542168676,0.0,0.0
-77.2025,39.32,11,121,0,0,0,POINT (-77.2025 39.32),0.0,0.0,0.0
