long,lat,Total Observations,Total Citations,Total Accidents,Total Injuries,Total Fatalities,Total Stops,geometry,Observations per Accident,Accidents per Observation,Observations per Injury,Injuries per Observation,Observations per Fatality,Fatalities per Observation,Stops per Accident,Accidents per Stop,Stops per Injury,Injuries per Stop,Normalized Injuries per Observation,Normalized Stops per Injury,Normalized Observations per Accident,Normalized Injuries per Stop,Normalized Accidents per Stop,Normalized Total Observations,Normalized Total Stops,Normalized Fatalities per Observation,Normalized Total Citations,Normalized Total Fatalities,Normalized Stops per Accident,Normalized Total Accidents,Normalized Total Injuries,Normalized Observations per Injury,Normalized Accidents per Observation,Normalized Observations per Fatality
-77.31,39.185,57,31,1,0,0,33,POINT (-77.31 39.185),57.0,0.017543859649122806,0.0,0.0,0.0,0.0,33.0,0.030303030303030304,0.0,0.0,-0.31863035655844646,-0.3842654571482779,0.017775849365973997,-0.2553805235160714,-0.21313723971358717,-0.47826508754509284,-0.5214994409562395,-0.0787706368245004,-0.37901388492709864,-0.16676678415336357,-0.02352617621877342,-0.2399659163382518,-0.23524476138437428,-0.4091815844525363,-0.26156402360722675,-0.13727903545571038
-77.31,39.19,278,26,1,0,0,217,POINT (-77.31 39.19),278.0,0.0035971223021582736,0.0,0.0,0.0,0.0,217.0,0.004608294930875576,0.0,0.0,-0.31863035655844646,-0.3842654571482779,2.1612325464293596,-0.2553805235160714,-0.40125239062717283,-0.11359265997490553,0.02964040258886448,-0.0787706368245004,-0.39210511981888796,-0.16676678415336357,2.5633087136065673,-0.2399659163382518,-0.23524476138437428,-0.4091815844525363,-0.53024331010321,-0.13727903545571038
-77.31,39.26,34,18,0,0,0,17,POINT (-77.31 39.26),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,-0.5162174216361078,-0.5694246447427702,-0.0787706368245004,-0.41305109564575077,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.31,39.265,46,12,0,0,0,19,POINT (-77.31 39.265),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,-0.4964162038494913,-0.563433994269454,-0.0787706368245004,-0.4287605775158979,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.305,39.11,41,22,0,0,0,18,POINT (-77.30500000000001 39.11),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,-0.5046667112605815,-0.5664293195061121,-0.0787706368245004,-0.4025781077323194,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.305,39.195,137,38,0,0,0,96,POINT (-77.30500000000001 39.195),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,-0.34625696896764946,-0.33279395104677456,-0.0787706368245004,-0.36068615607859367,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.3,39.085,61,33,0,0,0,57,POINT (-77.3 39.085),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,-0.47166468161622066,-0.4496116352764433,-0.0787706368245004,-0.37377739097038293,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.3,39.155,49,23,0,0,0,39,POINT (-77.3 39.155),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,-0.49146589940283714,-0.5035274895362905,-0.0787706368245004,-0.3999598607539615,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.3,39.21,35,0,0,0,0,12,POINT (-77.3 39.21),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,-0.5145673201538897,-0.5844012709260611,-0.0787706368245004,-0.4601795412561922,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.295,39.08,645,385,0,0,0,529,POINT (-77.295 39.08),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,0.4919945839991159,0.9641818764262148,-0.0787706368245004,0.5478455454115829,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.295,39.105,253,54,1,1,0,105,POINT (-77.295 39.105),253.0,0.003952569169960474,253.0,0.003952569169960474,0.0,0.0,105.0,0.009523809523809525,105.0,0.009523809523809525,-0.14919328956784145,0.4507599985727252,1.91876006938599,-0.08599593871028531,-0.3652651443654434,-0.15484519703035657,-0.305836023916851,-0.0787706368245004,-0.31879420442486794,-0.16676678415336357,0.988713563278099,-0.2399659163382518,-0.1229706533070222,0.8837534981760585,-0.5233957436471662,-0.13727903545571038
-77.295,39.155,76,50,2,1,0,51,POINT (-77.295 39.155),38.0,0.02631578947368421,76.0,0.013157894736842105,0.0,0.0,25.5,0.0392156862745098,51.0,0.0196078431372549,0.2454167217129097,0.021318335630495032,-0.16650323318698676,0.09335244520172344,-0.1478863002183057,-0.44691315938295,-0.46758358669639233,-0.0787706368245004,-0.3292671923382994,-0.16676678415336357,-0.12896781574969762,-0.20844647775359265,-0.1229706533070222,-0.020790018129322043,-0.09257569409165359,-0.13727903545571038
-77.295,39.165,30,7,6,0,0,19,POINT (-77.295 39.165),5.0,0.2,0.0,0.0,0.0,0.0,3.1666666666666665,0.3157894736842105,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.4865669028842344,-0.2553805235160714,1.876953380119481,-0.52281782756498,-0.563433994269454,-0.0787706368245004,-0.44185181240768723,-0.16676678415336357,-0.4429495867973386,-0.0823687234149561,-0.23524476138437428,-0.4091815844525363,3.253393230316696,-0.13727903545571038
-77.295,39.17,61,9,3,0,0,43,POINT (-77.295 39.17),20.333333333333332,0.04918032786885246,0.0,0.0,0.0,0.0,14.333333333333334,0.06976744186046512,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.33785045029763455,-0.2553805235160714,0.07578785051668238,-0.47166468161622066,-0.49154618858965776,-0.0787706368245004,-0.4366153184509715,-0.16676678415336357,-0.2859587012735181,-0.17692703916893351,-0.23524476138437428,-0.4091815844525363,0.34790208284238144,-0.13727903545571038
-77.29,39.105,38,7,0,0,0,32,POINT (-77.29000000000001 39.105),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,-0.5096170157072356,-0.5244947661928977,-0.0787706368245004,-0.44185181240768723,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.29,39.155,159,24,9,6,0,120,POINT (-77.29000000000001 39.155),17.666666666666668,0.05660377358490566,26.5,0.03773584905660377,0.0,0.0,13.333333333333334,0.075,20.0,0.05,1.2990140943329902,-0.22521298939189635,-0.3637141811822605,0.6338885467143054,0.11409622185524937,-0.3099547363588525,-0.26090614536697837,-0.0787706368245004,-0.3973416137756037,-0.16676678415336357,-0.300017586544308,0.012189592339021312,0.43839988707973826,-0.2737555777740471,0.49091231159419346,-0.13727903545571038
-77.29,39.17,33,12,8,0,0,17,POINT (-77.29000000000001 39.17),4.125,0.24242424242424243,0.0,0.0,0.0,0.0,2.125,0.47058823529411764,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.4950534395807523,-0.2553805235160714,3.0102591713533173,-0.5178675231183258,-0.5694246447427702,-0.0787706368245004,-0.4287605775158979,-0.16676678415336357,-0.4575942589544114,-0.019329846245637827,-0.23524476138437428,-0.4091815844525363,4.07068224215565,-0.13727903545571038
-77.29,39.235,53,13,1,0,0,39,POINT (-77.29000000000001 39.235),53.0,0.018867924528301886,0.0,0.0,0.0,0.0,39.0,0.02564102564102564,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.02101974696096511,-0.2553805235160714,-0.2472685003726575,-0.484865493473965,-0.5035274895362905,-0.0787706368245004,-0.4261423305375401,-0.16676678415336357,0.060827135405965946,-0.2399659163382518,-0.23524476138437428,-0.4091815844525363,-0.23605635122751759,-0.13727903545571038
-77.29,39.24,97,43,5,0,0,54,POINT (-77.29000000000001 39.24),19.4,0.05154639175257732,0.0,0.0,0.0,0.0,10.8,0.09259259259259259,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.34690275610725363,-0.2553805235160714,0.2428943263145466,-0.4122610282563711,-0.4585976109864178,-0.0787706368245004,-0.34759492118680435,-0.16676678415336357,-0.33563342923030903,-0.11388816199961524,-0.23524476138437428,-0.4091815844525363,0.39348352173148987,-0.13727903545571038
-77.29,39.245,31,8,0,0,0,16,POINT (-77.29000000000001 39.245),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,-0.521167726082762,-0.5724199699794285,-0.0787706368245004,-0.43923356542932934,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.285,39.105,37,12,1,0,0,31,POINT (-77.285 39.105),37.0,0.02702702702702703,0.0,0.0,0.0,0.0,31.0,0.03225806451612903,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.17620213226872153,-0.2553805235160714,-0.1988241304049448,-0.5112671171894536,-0.5274900914295558,-0.0787706368245004,-0.4287605775158979,-0.16676678415336357,-0.05164394676035321,-0.2399659163382518,-0.23524476138437428,-0.4091815844525363,-0.07887393764444489,-0.13727903545571038
-77.285,39.155,321,157,10,7,0,253,POINT (-77.285 39.155),32.1,0.03115264797507788,45.857142857142854,0.021806853582554516,0.0,0.0,25.3,0.039525691699604744,36.142857142857146,0.02766798418972332,0.6161766392059195,-0.09683492613138837,-0.22372673776922192,0.23670512799480906,-0.14561670232281765,-0.04263829623952972,0.13747211110855873,-0.0787706368245004,-0.04911476565400859,-0.16676678415336357,-0.1317795928038556,0.04370903092368045,0.5506739951570904,-0.17483253785525854,0.0006047866692699747,-0.13727903545571038
-77.285,39.16,204,68,0,0,0,147,POINT (-77.285 39.16),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,-0.23570016965904064,-0.18003236397720768,-0.0787706368245004,-0.28213874672785794,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.285,39.165,258,86,13,2,0,175,POINT (-77.285 39.165),19.846153846153847,0.050387596899224806,129.0,0.007751937984496124,0.0,0.0,13.461538461538462,0.07428571428571429,87.5,0.011428571428571429,0.013676449244833163,0.31158908928589135,-0.34257555497847963,-0.05211902174912811,0.10886682513284185,-0.14659468961926636,-0.09616325735077881,-0.0787706368245004,-0.23501030111741647,-0.16676678415336357,-0.2982151653557452,0.13826734667765786,-0.010696545229670108,0.2500619952276563,0.37115972178829143,-0.13727903545571038
-77.285,39.17,106,52,2,1,0,64,POINT (-77.285 39.17),53.0,0.018867924528301886,106.0,0.009433962264150943,0.0,0.0,32.0,0.03125,64.0,0.015625,0.08578075616441269,0.12470243967214303,-0.02101974696096511,0.022516060930921365,-0.20620432739221353,-0.39741011491640876,-0.4286443586198361,-0.0787706368245004,-0.32403069838158366,-0.16676678415336357,-0.037585061489563316,-0.20844647775359265,-0.1229706533070222,0.1325224422614204,-0.23605635122751759,-0.13727903545571038
-77.285,39.175,688,77,1,0,0,519,POINT (-77.285 39.175),688.0,0.0014534883720930232,0.0,0.0,0.0,0.0,519.0,0.0019267822736030828,0.0,0.0,-0.31863035655844646,-0.3842654571482779,6.137781169940618,-0.2553805235160714,-0.42088416152862207,0.5629489477344917,0.934228624059633,-0.0787706368245004,-0.2585745239226372,-0.16676678415336357,6.809092065385115,-0.2399659163382518,-0.23524476138437428,-0.4091815844525363,-0.5715397094337578,-0.13727903545571038
-77.285,39.18,124,27,0,0,0,67,POINT (-77.285 39.18),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,-0.367708288236484,-0.41965838290986157,-0.0787706368245004,-0.3894868728405301,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.285,39.23,156,75,4,0,0,97,POINT (-77.285 39.23),39.0,0.02564102564102564,0.0,0.0,0.0,0.0,24.25,0.041237113402061855,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.156804334105252,-0.2553805235160714,-0.13308711806473672,-0.3149050408055067,-0.3297986258101164,-0.0787706368245004,-0.2638110178793529,-0.16676678415336357,-0.14654142233818498,-0.14540760058427438,-0.23524476138437428,-0.4091815844525363,-0.10557479636208228,-0.13727903545571038
-77.285,39.235,612,269,0,0,0,382,POINT (-77.285 39.235),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,0.4375412350859205,0.5238690666374631,-0.0787706368245004,0.24412889592207146,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.28,39.11,32,15,0,0,0,15,POINT (-77.28 39.11),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,-0.5195176246005438,-0.5754152952160866,-0.0787706368245004,-0.42090583658082437,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.28,39.15,94,40,0,0,0,65,POINT (-77.28 39.15),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.31863035655844646,-0.3842654571482779,-0.5350613982929083,-0.2553805235160714,-0.43499043399754417,-0.4172113327030253,-0.42564903338317794,-0.0787706368245004,-0.35544966212187795,-0.16676678415336357,-0.4874693901548399,-0.2714853549229109,-0.23524476138437428,-0.4091815844525363,-0.5995406826383731,-0.13727903545571038
-77.28,39.155,55,15,4,4,0,35,POINT (-77.28 39.155),13.75,0.07272727272727272,13.75,0.07272727272727272,0.0,0.0,8.75,0.11428571428571428,8.75,0.11428571428571428,2.7990116760686856,-0.31468000250486095,-0.4017015359190551,1.7772344941533613,0.401713041587665,-0.4815652905095289,-0.5155087904829231,-0.0787706368245004,-0.42090583658082437,-0.16676678415336357,-0.36445414403542836,-0.14540760058427438,0.21385167092503407,-0.33891337344011263,0.8015261947998336,-0.13727903545571038
