long,lat,Total Stops,Total Citations,Total Accidents,Total Injuries,Total Fatalities,geometry,Stops per Accident,Accidents per Stop,Stops per Injury,Injuries per Stop,Stops per Fatality,Fatalities per Stop,Normalized Stops per Fatality,Normalized Total Accidents,Normalized Total Citations,Normalized Total Injuries,Normalized Fatalities per Stop,Normalized Accidents per Stop,Normalized Total Stops,Normalized Injuries per Stop,Normalized Total Fatalities,Normalized Stops per Accident,Normalized Stops per Injury
-77.37,39.22,75,34,1,0,0,POINT (-77.37 39.22),75.0,0.013333333333333334,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.22223284004886942,-0.3045776478831148,-0.22825731914453196,-0.07130046983401872,-0.44509411478635047,-0.43375618581470127,-0.3549839154899024,-0.20458127844877552,0.24923241004829386,-0.4416533222668173
-77.37,39.225,111,4,0,0,0,POINT (-77.37 39.225),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3605775671970228,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.4110414941361046,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.365,39.125,1420,28,0,0,0,POINT (-77.36499999999999 39.125),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3157776317458964,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,0.4148899338439811,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.36,39.125,118,1,0,0,0,POINT (-77.36 39.125),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.36617755912841354,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.406624748531933,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.36,39.15,33,5,0,0,0,POINT (-77.36 39.15),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3587109032198925,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.46025665943973076,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.355,39.125,40,0,0,0,0,POINT (-77.355 39.125),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3680442231055438,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.45583991383555916,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.35,39.13,58,13,0,0,0,POINT (-77.34999999999999 39.13),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.34377759140285036,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.4444825679962608,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.35,39.245,391,8,4,0,0,POINT (-77.34999999999999 39.245),97.75,0.010230179028132993,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.19066220170095216,-0.3531109112885017,-0.22825731914453196,-0.07130046983401872,-0.49267989302094783,-0.23437166996924133,-0.3549839154899024,-0.20458127844877552,0.48886207849371793,-0.4416533222668173
-77.35,39.25,69,4,0,0,0,POINT (-77.34999999999999 39.25),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3605775671970228,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.437541967761134,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.345,39.13,298,32,21,8,0,POINT (-77.345 39.13),14.19047619047619,0.07046979865771812,37.25,0.026845637583892617,0.0,0.0,-0.17065794835774026,-0.011761917729420994,-0.3083109758373754,0.12973761184512045,-0.07130046983401872,0.43107345557216,-0.2930512901389495,0.5550055341073489,-0.20458127844877552,-0.39128477803084066,-0.3123853189939079
-77.34,39.13,88,20,1,0,0,POINT (-77.34 39.13),88.0,0.011363636363636364,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.22223284004886942,-0.3307109435629385,-0.22825731914453196,-0.07130046983401872,-0.4752987240229212,-0.4255536582640969,-0.3549839154899024,-0.20458127844877552,0.38616364915996476,-0.4416533222668173
-77.335,39.08,187,3,0,0,0,POINT (-77.33499999999999 39.08),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.36244423117415303,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.363088256147956,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.335,39.13,45,15,1,1,0,POINT (-77.33499999999999 39.13),45.0,0.022222222222222223,45.0,0.022222222222222223,0.0,0.0,-0.17065794835774026,-0.22223284004886942,-0.34004426344858985,-0.1835079527708254,-0.07130046983401872,-0.3087861346418263,-0.4526850955468652,0.3982851288989334,-0.20458127844877552,-0.06676275713248513,-0.2854906337492087
-77.325,39.125,39,8,0,0,0,POINT (-77.325 39.125),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3531109112885017,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.45647087749329796,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.325,39.26,64,40,3,0,0,POINT (-77.325 39.26),21.333333333333332,0.046875,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.20118574781692458,-0.2933776640203332,-0.22825731914453196,-0.07130046983401872,0.06925552904025259,-0.44069678604982804,-0.3549839154899024,-0.20458127844877552,-0.31604783346398857,-0.4416533222668173
-77.325,39.28,582,39,14,10,0,POINT (-77.325 39.28),41.57142857142857,0.024054982817869417,58.2,0.01718213058419244,0.0,0.0,-0.17065794835774026,-0.08542674054122794,-0.29524432799746353,0.21923634459253355,-0.07130046983401872,-0.2806813964676976,-0.11385761134113104,0.22744060336744493,-0.20458127844877552,-0.10287649052457416,-0.23968291178404344
-77.32,39.12,45,7,0,0,0,POINT (-77.31999999999999 39.12),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.35497757526563195,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.4526850955468652,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.32,39.275,44,10,4,0,0,POINT (-77.31999999999999 39.275),11.0,0.09090909090909091,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.19066220170095216,-0.3493775833342412,-0.22825731914453196,-0.07130046983401872,0.7445028028385882,-0.453316059204604,-0.3549839154899024,-0.20458127844877552,-0.4248906132707013,-0.4416533222668173
-77.315,39.12,35,7,2,1,0,POINT (-77.315 39.12),17.5,0.05714285714285714,35.0,0.02857142857142857,0.0,0.0,-0.17065794835774026,-0.211709293932897,-0.35497757526563195,-0.1835079527708254,-0.07130046983401872,0.2267095016402331,-0.4589947321242532,0.6135048558671722,-0.20458127844877552,-0.35642499371486586,-0.3201934534197884
-77.315,39.185,91,19,4,3,0,POINT (-77.315 39.185),22.75,0.04395604395604396,30.333333333333332,0.03296703296703297,0.0,0.0,-0.17065794835774026,-0.19066220170095216,-0.33257760754006876,-0.09400922002341232,-0.07130046983401872,0.02449436626099396,-0.4236607672908805,0.7625031283836452,-0.20458127844877552,-0.3011258394582295,-0.3363881025993922
-77.315,39.27,42,7,0,0,0,POINT (-77.315 39.27),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.35497757526563195,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.4545779865200816,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.315,39.28,321,25,8,2,0,POINT (-77.315 39.28),40.125,0.024922118380062305,160.5,0.006230529595015576,0.0,0.0,-0.17065794835774026,-0.14856801723706248,-0.3213776236772872,-0.13875858639711885,-0.07130046983401872,-0.26738417805587267,-0.27853912601095715,-0.14378698715658392,-0.20458127844877552,-0.1181119717993617,0.11532693344598687
-77.31,39.1,83,2,0,0,0,POINT (-77.31 39.1),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3643108951512833,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.4287084765527909,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.31,39.185,163,25,2,0,0,POINT (-77.31 39.185),81.5,0.012269938650306749,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.211709293932897,-0.3213776236772872,-0.22825731914453196,-0.07130046983401872,-0.4614008976870758,-0.3782313839336871,-0.3549839154899024,-0.20458127844877552,0.3176980296041293,-0.4416533222668173
-77.31,39.19,361,2,1,0,0,POINT (-77.31 39.19),361.0,0.002770083102493075,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.22223284004886942,-0.3643108951512833,-0.22825731914453196,-0.07130046983401872,-0.6070778363431397,-0.25330057970140524,-0.3549839154899024,-0.20458127844877552,3.2617196705050535,-0.4416533222668173
-77.31,39.26,102,25,1,1,0,POINT (-77.31 39.26),102.0,0.00980392156862745,102.0,0.00980392156862745,0.0,0.0,-0.17065794835774026,-0.22223284004886942,-0.3213776236772872,-0.1835079527708254,-0.07130046983401872,-0.4992164010202057,-0.4167201670557537,-0.022659337083063055,-0.20458127844877552,0.533628060510995,-0.08768456162690437
-77.31,39.265,133,6,0,0,0,POINT (-77.31 39.265),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3568442392427622,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.39716029366585104,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.305,39.1,136,11,0,0,0,POINT (-77.30500000000001 39.1),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3475109193571109,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.3952674026926346,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.305,39.11,105,35,8,4,0,POINT (-77.30500000000001 39.11),13.125,0.0761904761904762,26.25,0.0380952380952381,0.0,0.0,-0.17065794835774026,-0.14856801723706248,-0.30271098390598455,-0.04925985364970576,-0.07130046983401872,0.5187980305213565,-0.41482727608253733,0.9363344463195306,-0.20458127844877552,-0.40250762226206277,-0.3505584206315456
-77.305,39.145,43,27,1,1,0,POINT (-77.30500000000001 39.145),43.0,0.023255813953488372,43.0,0.023255813953488372,0.0,0.0,-0.17065794835774026,-0.22223284004886942,-0.31764429572302666,-0.1835079527708254,-0.07130046983401872,-0.2929363695087421,-0.4539470228623428,0.4333208984053909,-0.20458127844877552,-0.08782910161120372,-0.2924311976833246
-77.305,39.19,42,9,0,0,0,POINT (-77.30500000000001 39.19),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.35124424731137144,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.4545779865200816,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.305,39.195,166,3,2,0,0,POINT (-77.30500000000001 39.195),83.0,0.012048192771084338,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.211709293932897,-0.36244423117415303,-0.22825731914453196,-0.07130046983401872,-0.4648012926385709,-0.3763384929604707,-0.3549839154899024,-0.20458127844877552,0.33349778796316826,-0.4416533222668173
-77.305,39.255,43,12,0,0,0,POINT (-77.30500000000001 39.255),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.34564425537998067,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.4539470228623428,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.305,39.26,72,18,0,0,0,POINT (-77.30500000000001 39.26),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3344442715171991,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.43564907678791764,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.3,39.085,109,3,2,0,0,POINT (-77.3 39.085),54.5,0.01834862385321101,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.211709293932897,-0.36244423117415303,-0.22825731914453196,-0.07130046983401872,-0.3681864012185685,-0.41230342145158216,-0.3549839154899024,-0.20458127844877552,0.03330237914142822,-0.4416533222668173
-77.3,39.09,30,3,0,0,0,POINT (-77.3 39.09),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.36244423117415303,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.46214955041294714,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.3,39.11,119,28,4,1,0,POINT (-77.3 39.11),29.75,0.03361344537815126,119.0,0.008403361344537815,0.0,0.0,-0.17065794835774026,-0.19066220170095216,-0.3157776317458964,-0.1835079527708254,-0.07130046983401872,-0.1341057399188016,-0.4059937848741942,-0.07013427685546868,-0.20458127844877552,-0.22739363378271443,-0.028689768186918884
-77.3,39.15,39,10,0,0,0,POINT (-77.3 39.15),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3493775833342412,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.45647087749329796,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.3,39.155,79,6,0,0,0,POINT (-77.3 39.155),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3568442392427622,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.4312323311837461,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
