long,lat,Total Stops,Total Citations,Total Accidents,Total Injuries,Total Fatalities,geometry,Stops per Accident,Accidents per Stop,Stops per Injury,Injuries per Stop,Stops per Fatality,Fatalities per Stop,Normalized Stops per Fatality,Normalized Total Accidents,Normalized Total Citations,Normalized Total Injuries,Normalized Fatalities per Stop,Normalized Accidents per Stop,Normalized Total Stops,Normalized Injuries per Stop,Normalized Total Fatalities,Normalized Stops per Accident,Normalized Stops per Injury
-77.455,39.425,80,36,0,0,0,POINT (-77.455 39.425),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3008443199288543,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.43060136752600725,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.445,39.395,33,14,5,0,0,POINT (-77.44499999999999 39.395),6.6,0.15151515151515152,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.18013865558497974,-0.3419109274257201,-0.22825731914453196,-0.07130046983401872,1.6738753947330716,-0.46025665943973076,-0.3549839154899024,-0.20458127844877552,-0.4712365711238822,-0.4416533222668173
-77.435,39.205,35,12,5,4,0,POINT (-77.435 39.205),7.0,0.14285714285714285,8.75,0.11428571428571428,0.0,0.0,-0.17065794835774026,-0.18013865558497974,-0.34564425537998067,-0.04925985364970576,-0.07130046983401872,1.5411078816052879,-0.4589947321242532,3.518971169938396,-0.20458127844877552,-0.4670233022281385,-0.41128835505506006
-77.43,39.215,429,5,0,0,0,POINT (-77.43000000000001 39.215),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3587109032198925,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.21039505097516703,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.43,39.425,40,13,2,0,0,POINT (-77.43000000000001 39.425),20.0,0.05,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.211709293932897,-0.34377759140285036,-0.22825731914453196,-0.07130046983401872,0.11717630330981192,-0.45583991383555916,-0.3549839154899024,-0.20458127844877552,-0.3300920631164676,-0.4416533222668173
-77.425,39.22,95,39,4,0,0,POINT (-77.425 39.22),23.75,0.042105263157894736,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.19066220170095216,-0.29524432799746353,-0.22825731914453196,-0.07130046983401872,-0.003886705371180035,-0.4211369126599253,-0.3549839154899024,-0.20458127844877552,-0.2905926672188702,-0.4416533222668173
-77.42,39.14,30,0,0,0,0,POINT (-77.42 39.14),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3680442231055438,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.46214955041294714,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.42,39.145,229,59,2,2,0,POINT (-77.42 39.145),114.5,0.008733624454148471,114.5,0.008733624454148471,0.0,0.0,-0.17065794835774026,-0.211709293932897,-0.25791104845485824,-0.13875858639711885,-0.07130046983401872,-0.5156290302759843,-0.3365877825229265,-0.058939312891669975,-0.20458127844877552,0.6652927135029862,-0.044306037038679746
-77.42,39.185,31,13,7,7,0,POINT (-77.42 39.185),4.428571428571429,0.22580645161290322,4.428571428571429,0.22580645161290322,0.0,0.0,-0.17065794835774026,-0.1590915633530349,-0.34377759140285036,0.08498824547141388,-0.07130046983401872,2.8131063138295347,-0.46151858675520835,7.299201535557945,-0.20458127844877552,-0.49410860227220527,-0.4262849306984177
-77.42,39.225,412,1,2,0,1,POINT (-77.42 39.225),206.0,0.0048543689320388345,0.0,0.0,412.0,0.0024271844660194173,0.44263386766015794,-0.211709293932897,-0.36617755912841354,-0.22825731914453196,0.8211177234970654,-0.5751160473028506,-0.22112143315672658,-0.3549839154899024,1.310222746535908,1.6290779734043621,-0.4416533222668173
-77.415,39.13,44,12,0,0,0,POINT (-77.41500000000001 39.13),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.34564425537998067,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.453316059204604,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.415,39.145,401,110,5,4,0,POINT (-77.41500000000001 39.145),80.2,0.012468827930174564,100.25,0.00997506234413965,0.0,0.0,-0.17065794835774026,-0.18013865558497974,-0.16271118562121473,-0.04925985364970576,-0.07130046983401872,-0.45835100063581796,-0.22806203339185335,-0.0168581599038913,-0.20458127844877552,0.30400490569296224,-0.09375755506925582
-77.415,39.15,141,37,0,0,0,POINT (-77.41500000000001 39.15),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.29897765595172404,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.39211258440394064,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.415,39.155,33,8,1,1,0,POINT (-77.41500000000001 39.155),33.0,0.030303030303030304,33.0,0.030303030303030304,0.0,0.0,-0.17065794835774026,-0.22223284004886942,-0.3531109112885017,-0.1835079527708254,-0.07130046983401872,-0.18486978905589518,-0.46025665943973076,0.6722011450403282,-0.20458127844877552,-0.1931608240047967,-0.3271340173539043
-77.415,39.18,61,9,1,0,0,POINT (-77.41500000000001 39.18),61.0,0.01639344262295082,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.22223284004886942,-0.35124424731137144,-0.22825731914453196,-0.07130046983401872,-0.39816841670380937,-0.4425896770230444,-0.3549839154899024,-0.20458127844877552,0.10176799869726368,-0.4416533222668173
-77.41,39.13,47,11,0,0,0,POINT (-77.41 39.13),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3475109193571109,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.45142316823138756,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.41,39.135,63,29,6,2,0,POINT (-77.41 39.135),10.5,0.09523809523809523,31.5,0.031746031746031744,0.0,0.0,-0.17065794835774026,-0.16961510946900732,-0.31391096776876615,-0.13875858639711885,-0.07130046983401872,0.8108865594024797,-0.44132774970756683,0.7211147193512916,-0.20458127844877552,-0.43015719939038094,-0.33233944030449125
-77.41,39.14,119,42,11,1,0,POINT (-77.41 39.14),10.818181818181818,0.09243697478991597,119.0,0.008403361344537815,0.0,0.0,-0.17065794835774026,-0.11699737888914521,-0.2896443360660727,-0.1835079527708254,-0.07130046983401872,0.7679323639787853,-0.4059937848741942,-0.07013427685546868,-0.20458127844877552,-0.42680573549603934,-0.028689768186918884
-77.41,39.145,411,107,33,31,0,POINT (-77.41 39.145),12.454545454545455,0.08029197080291971,13.258064516129032,0.07542579075425791,0.0,0.0,-0.17065794835774026,0.11452063566224806,-0.16831117755260552,1.1589730384403711,-0.07130046983401872,0.5816930057183867,-0.22175239681446537,2.2017321840780437,-0.20458127844877552,-0.40956963546799685,-0.3956441000584036
-77.41,39.175,31,1,0,0,0,POINT (-77.41 39.175),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.36617755912841354,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.46151858675520835,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.41,39.18,159,18,1,0,0,POINT (-77.41 39.18),159.0,0.006289308176100629,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.22223284004886942,-0.3344442715171991,-0.22825731914453196,-0.07130046983401872,-0.553111759429181,-0.3807552385646423,-0.3549839154899024,-0.20458127844877552,1.1340188781544749,-0.4416533222668173
-77.405,39.135,74,13,0,0,0,POINT (-77.405 39.135),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.34377759140285036,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.43438714947244006,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.405,39.14,125,25,0,0,0,POINT (-77.405 39.14),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3213776236772872,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.4022080029277614,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.405,39.145,97,20,5,0,0,POINT (-77.405 39.145),19.4,0.05154639175257732,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.18013865558497974,-0.3307109435629385,-0.22825731914453196,-0.07130046983401872,0.14088967614423295,-0.4198749853444477,-0.3549839154899024,-0.20458127844877552,-0.3364119664600832,-0.4416533222668173
-77.405,39.175,245,18,0,0,0,POINT (-77.405 39.175),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3344442715171991,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.3264923639991057,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.4,39.135,112,46,0,0,0,POINT (-77.40000000000001 39.135),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.2821776801575517,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.4104105304783658,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.4,39.14,47,8,0,0,0,POINT (-77.40000000000001 39.14),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3531109112885017,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.45142316823138756,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.4,39.17,33,1,2,2,0,POINT (-77.40000000000001 39.17),16.5,0.06060606060606061,16.5,0.06060606060606061,0.0,0.0,-0.17065794835774026,-0.211709293932897,-0.36617755912841354,-0.13875858639711885,-0.07130046983401872,0.2798165068913465,-0.46025665943973076,1.6993862055705589,-0.20458127844877552,-0.36695816595422515,-0.3843936698103608
-77.395,39.135,66,16,1,0,0,POINT (-77.395 39.135),66.0,0.015151515151515152,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.22223284004886942,-0.3381775994714596,-0.22825731914453196,-0.07130046983401872,-0.417212937029516,-0.43943485873435045,-0.3549839154899024,-0.20458127844877552,0.15443385989406017,-0.4416533222668173
-77.385,39.13,72,11,3,2,0,POINT (-77.38500000000001 39.13),24.0,0.041666666666666664,36.0,0.027777777777777776,0.0,0.0,-0.17065794835774026,-0.20118574781692458,-0.3475109193571109,-0.13875858639711885,-0.07130046983401872,-0.010612428075679607,-0.43564907678791764,0.5866023899961423,-0.20458127844877552,-0.2879593741590304,-0.3167231714527304
-77.385,39.205,31,2,0,0,0,POINT (-77.38500000000001 39.205),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3643108951512833,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.46151858675520835,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.385,39.21,117,4,0,0,0,POINT (-77.38500000000001 39.21),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3605775671970228,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.40725571218967177,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.385,39.22,59,6,0,0,0,POINT (-77.38500000000001 39.22),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3568442392427622,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.443851604338522,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.38,39.21,776,9,1,1,0,POINT (-77.38 39.21),776.0,0.001288659793814433,776.0,0.001288659793814433,0.0,0.0,-0.17065794835774026,-0.22223284004886942,-0.35124424731137144,-0.1835079527708254,-0.07130046983401872,-0.6297949409744525,0.008549338260195638,-0.31130207657560127,-0.20458127844877552,7.632986149839163,2.2512854841701673
-77.38,39.215,320,2,0,0,0,POINT (-77.38 39.215),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3643108951512833,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.27917008966869594,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.38,39.22,516,137,0,0,1,POINT (-77.38 39.22),0.0,0.0,0.0,0.0,516.0,0.001937984496124031,0.597445394033608,-0.23275638616484184,-0.11231125823869759,-0.22825731914453196,0.6412504907326609,-0.6495560850031369,-0.15550121275189166,-0.3549839154899024,1.310222746535908,-0.5407555079036536,-0.4416533222668173
-77.375,39.125,72,11,1,0,0,POINT (-77.375 39.125),72.0,0.013888888888888888,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.22223284004886942,-0.3475109193571109,-0.22825731914453196,-0.07130046983401872,-0.43657486602731777,-0.43564907678791764,-0.3549839154899024,-0.20458127844877552,0.21763289333021596,-0.4416533222668173
-77.375,39.22,637,238,0,0,0,POINT (-77.375 39.22),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,0.07622180345145911,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.07915461016549719,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.375,39.225,43,18,0,0,0,POINT (-77.375 39.225),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.3344442715171991,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.4539470228623428,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
-77.37,39.125,425,21,0,0,0,POINT (-77.37 39.125),0.0,0.0,0.0,0.0,0.0,0.0,-0.17065794835774026,-0.23275638616484184,-0.32884427958580825,-0.22825731914453196,-0.07130046983401872,-0.6495560850031369,-0.2129189056061222,-0.3549839154899024,-0.20458127844877552,-0.5407555079036536,-0.4416533222668173
