long,lat,Total Stops,Total Citations,Total Accidents,Total Injuries,Total Fatalities,geometry,Stops per Accident,Accidents per Stops,Stops per Injury,Stops per Fatality,Normalized Total Accidents,Normalized Accidents per Stops,Normalized Total Citations,Normalized Total Fatalities,Normalized Total Injuries,Normalized Stops per Accident,Normalized Stops per Injury,Normalized Total Stops,Normalized Stops per Fatality,Accidents per Stop,Injuries per Stop,Fatalities per Stop,Normalized Normalized Total Citations,Normalized Injuries per Stop,Normalized Normalized Total Injuries,Normalized Fatalities per Stop,Normalized Normalized Total Fatalities,Normalized Normalized Stops per Fatality,Normalized Normalized Stops per Accident,Normalized Normalized Total Stops,Normalized Normalized Accidents per Stops,Normalized Normalized Total Accidents,Normalized Accidents per Stop,Normalized Normalized Stops per Injury
-77.275,39.21,399,105,1,1,0,POINT (-77.27500000000001 39.21),399.0,0.002506265664160401,399.0,0.0,-0.2220374235094072,-0.6187391830457708,-0.1720399414196206,-0.2042646668926003,-0.21335818216432778,3.660305071370008,1.2101251883797373,-0.2292110390143741,-0.17042508492675504,0.002506265664160401,0.002506265664160401,0.0,-0.17203994141962062,-0.35676016684745193,-0.2133581821643278,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,3.660305071370008,-0.22921103901437412,-0.6187391830457709,-0.2220374235094072,-0.6187391830457708,1.2101251883797373
-77.275,39.215,272,55,0,0,0,POINT (-77.27500000000001 39.215),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.26508978148185547,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.3090792875338652,-0.17042508492675504,0.0,0.0,0.0,-0.2650897814818555,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.3090792875338652,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.275,39.225,105,35,0,0,0,POINT (-77.27500000000001 39.225),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.30230971750674945,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.41410288991776295,-0.17042508492675504,0.0,0.0,0.0,-0.3023097175067495,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.41410288991776295,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.275,39.235,145,35,12,10,0,POINT (-77.27500000000001 39.235),12.083333333333334,0.08275862068965517,14.5,0.0,-0.10611196590046365,0.6342487959194417,-0.30230971750674945,-0.2042646668926003,0.04973967795555821,-0.4138153846087629,-0.37771003439867257,-0.3889475360533563,-0.17042508492675504,0.08275862068965517,0.06896551724137931,0.0,-0.3023097175067495,1.347755205231838,0.04973967795555822,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.4138153846087629,-0.3889475360533563,0.6342487959194418,-0.10611196590046366,0.6342487959194417,-0.3777100343986725
-77.275,39.24,112,11,4,3,0,POINT (-77.27500000000001 39.24),28.0,0.03571428571428571,37.333333333333336,0.0,-0.19042138961605895,-0.10025907221507631,-0.3469736407366222,-0.2042646668926003,-0.15489199102657533,-0.24621749378560004,-0.2834172621747271,-0.4097007029914918,-0.17042508492675504,0.03571428571428571,0.026785714285714284,0.0,-0.34697364073662224,0.26594761903489594,-0.15489199102657536,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.24621749378560007,-0.4097007029914918,-0.1002590722150763,-0.19042138961605895,-0.10025907221507631,-0.28341726217472707
-77.275,39.245,56,14,4,4,0,POINT (-77.27500000000001 39.245),14.0,0.07142857142857142,14.0,0.0,-0.19042138961605895,0.4573516130179347,-0.34139065033288807,-0.2042646668926003,-0.12565889545769912,-0.39363343964052866,-0.3797748396298538,-0.4449181984016611,-0.17042508492675504,0.07142857142857142,0.07142857142857142,0.0,-0.3413906503328881,1.4109264511411483,-0.12565889545769915,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.39363343964052866,-0.4449181984016611,0.45735161301793475,-0.19042138961605895,0.4573516130179347,-0.37977483962985376
-77.275,39.25,51,5,9,7,0,POINT (-77.27500000000001 39.25),5.666666666666667,0.17647058823529413,7.285714285714286,0.0,-0.1377279997938119,2.09738304017385,-0.35813962154409035,-0.2042646668926003,-0.03795960875107045,-0.48138102645893854,-0.40750222416285964,-0.44806261763471195,-0.17042508492675504,0.17647058823529413,0.13725490196078433,0.0,-0.3581396215440904,3.099208964364486,-0.037959608751070455,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.48138102645893854,-0.44806261763471195,2.0973830401738502,-0.1377279997938119,2.09738304017385,-0.4075022241628596
-77.275,39.285,42,16,0,2,0,POINT (-77.27500000000001 39.285),0.0,0.0,21.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.3376686567303987,-0.2042646668926003,-0.18412508659545154,-0.5410493854954572,-0.3508675663933158,-0.4537225722542034,-0.17042508492675504,0.0,0.047619047619047616,0.0,-0.33766865673039875,0.8002710740178138,-0.18412508659545157,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.4537225722542034,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.35086756639331573
-77.27,39.065,185,1,0,0,0,POINT (-77.27 39.065),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.36558360874906914,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.36379218218894965,-0.17042508492675504,0.0,0.0,0.0,-0.3655836087490692,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.36379218218894965,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.27,39.115,112,15,18,4,0,POINT (-77.27 39.115),6.222222222222222,0.16071428571428573,28.0,0.0,-0.04287989811376718,1.8513783261004626,-0.3395296535316434,-0.2042646668926003,-0.12565889545769912,-0.4755311873377112,-0.3219602931567778,-0.4097007029914918,-0.17042508492675504,0.16071428571428573,0.03571428571428571,0.0,-0.33952965353164344,0.49494338545614647,-0.12565889545769915,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.4755311873377112,-0.4097007029914918,1.8513783261004628,-0.04287989811376719,1.8513783261004626,-0.32196029315677777
-77.27,39.12,663,4,0,0,4,POINT (-77.27 39.12),0.0,0.0,0.0,165.75,-0.2325761014738566,-0.6578697574480874,-0.36000061834533503,5.863597496681702,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.06318570350929023,0.07555288477630845,0.0,0.0,0.006033182503770739,-0.3600006183453351,-0.4210396802288556,-0.24259127773320402,2.155569221964953,5.863597496681703,0.07555288477630848,-0.5410493854954572,-0.06318570350929024,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.27,39.125,262,5,0,1,0,POINT (-77.27 39.125),0.0,0.0,262.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.35813962154409035,-0.2042646668926003,-0.21335818216432778,-0.5410493854954572,0.6443685550360646,-0.3153681259999669,-0.17042508492675504,0.0,0.003816793893129771,0.0,-0.3581396215440904,-0.3231483602319851,-0.2133581821643278,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.3153681259999669,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,0.6443685550360646
-77.27,39.135,37,4,5,0,4,POINT (-77.27 39.135),7.4,0.13513513513513514,0.0,9.25,-0.17988271165160954,1.4520085110011438,-0.36000061834533503,5.863597496681702,-0.242591277733204,-0.46312952840070926,-0.43758938610292986,-0.45686699148725424,-0.1566978075828435,0.13513513513513514,0.0,0.10810810810810811,-0.3600006183453351,-0.4210396802288556,-0.24259127773320402,39.827353175352705,5.863597496681703,-0.15669780758284346,-0.46312952840070926,-0.45686699148725424,1.452008511001144,-0.17988271165160954,1.4520085110011438,-0.4375893861029298
-77.27,39.14,189,9,3,6,0,POINT (-77.27 39.14),63.0,0.015873015873015872,31.5,0.0,-0.20096006758050836,-0.4100427862334158,-0.35069563433911155,-0.2042646668926003,-0.06719270431994667,0.12232237085172148,-0.3075066565385088,-0.361276646802509,-0.17042508492675504,0.015873015873015872,0.031746031746031744,0.0,-0.3506956343391116,0.393167489268924,-0.06719270431994669,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,0.12232237085172147,-0.361276646802509,-0.41004278623341583,-0.20096006758050836,-0.4100427862334158,-0.3075066565385087
-77.27,39.145,53,10,0,0,0,POINT (-77.27 39.145),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.34883463753786687,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.4468048499414916,-0.17042508492675504,0.0,0.0,0.0,-0.3488346375378669,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.4468048499414916,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.27,39.15,294,92,1,0,0,POINT (-77.27 39.15),294.0,0.003401360544217687,0.0,0.0,-0.2220374235094072,-0.6047639779020864,-0.19623289983580167,-0.2042646668926003,-0.242591277733204,2.5546854774580434,-0.43758938610292986,-0.2952438429084415,-0.17042508492675504,0.003401360544217687,0.0,0.0,-0.1962328998358017,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,2.5546854774580434,-0.2952438429084415,-0.6047639779020865,-0.2220374235094072,-0.6047639779020864,-0.4375893861029298
-77.27,39.155,660,191,7,3,0,POINT (-77.27 39.155),94.28571428571429,0.010606060606060607,220.0,0.0,-0.1588053557227107,-0.492276281227375,-0.011994216512576608,-0.2042646668926003,-0.15489199102657533,0.4517518825071232,0.4709249156168364,-0.06507235504912072,-0.17042508492675504,0.010606060606060607,0.004545454545454545,0.0,-0.011994216512576603,-0.3044600173234917,-0.15489199102657536,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,0.4517518825071232,-0.06507235504912073,-0.49227628122737505,-0.1588053557227107,-0.492276281227375,0.47092491561683647
-77.27,39.16,380,123,14,5,0,POINT (-77.27 39.16),27.142857142857142,0.03684210526315789,76.0,0.0,-0.08503460997156483,-0.08265031373403388,-0.13854199899721603,-0.2042646668926003,-0.09642579988882288,-0.25524295985835077,-0.12373899096337425,-0.24115983209996725,-0.17042508492675504,0.03684210526315789,0.013157894736842105,0.0,-0.13854199899721606,-0.08357223497648641,-0.0964257998888229,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.25524295985835077,-0.24115983209996728,-0.08265031373403386,-0.08503460997156484,-0.08265031373403388,-0.12373899096337422
-77.27,39.165,687,182,13,5,0,POINT (-77.27 39.165),52.84615384615385,0.018922852983988356,137.4,0.0,-0.09557328793601425,-0.3624253769170596,-0.028743187723778887,-0.2042646668926003,-0.09642579988882288,0.015405311220674369,0.12981909142568782,-0.048092491190646236,-0.17042508492675504,0.018922852983988356,0.00727802037845706,0.0,-0.028743187723778884,-0.2343764645142991,-0.0964257998888229,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,0.015405311220674355,-0.04809249119064625,-0.36242537691705967,-0.09557328793601426,-0.3624253769170596,0.12981909142568784
-77.27,39.17,175,44,7,4,0,POINT (-77.27 39.17),25.0,0.04,43.75,0.0,-0.1588053557227107,-0.03334578998711494,-0.2855607462955472,-0.2042646668926003,-0.12565889545769912,-0.2778066250402276,-0.25691892837456726,-0.37008102065505133,-0.17042508492675504,0.04,0.022857142857142857,0.0,-0.28556074629554723,0.16518948180954576,-0.12565889545769915,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.2778066250402276,-0.37008102065505133,-0.033345789987114925,-0.1588053557227107,-0.03334578998711494,-0.2569189283745672
-77.27,39.175,3196,525,31,7,1,POINT (-77.27 39.175),103.09677419354838,0.00969962453066333,456.57142857142856,3196.0,0.09412291542407518,-0.5064285575787965,0.6095787151031524,1.3127008740009753,-0.03795960875107045,0.5445297918141091,1.4478727621414682,1.5297770799542607,4.572534741142571,0.00969962453066333,0.002190237797246558,0.00031289111389236547,0.6095787151031525,-0.3648654997300257,-0.037959608751070455,0.044437814186924815,1.3127008740009756,4.572534741142571,0.5445297918141091,1.5297770799542607,-0.5064285575787966,0.09412291542407517,-0.5064285575787965,1.4478727621414682
-77.27,39.18,3938,978,72,53,0,POINT (-77.27 39.18),54.69444444444444,0.018283392585068562,74.30188679245283,0.0,0.5262087119665011,-0.3724093355512488,1.4526102660670004,-0.2042646668926003,1.3067627874172356,0.03486727598937295,-0.13075153703153708,1.9964088941390041,-0.17042508492675504,0.018283392585068562,0.01345860843067547,0.0,1.4526102660670006,-0.0758596727436999,1.3067627874172358,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,0.034867275989372934,1.9964088941390041,-0.37240933555124883,0.5262087119665011,-0.3724093355512488,-0.13075153703153705
-77.27,39.185,638,141,18,18,0,POINT (-77.27 39.185),35.44444444444444,0.02821316614420063,35.44444444444444,0.0,-0.04287989811376718,-0.2173747960727933,-0.10504405657481149,-0.2042646668926003,0.28360444250656797,-0.16782964956115387,-0.2912176374925231,-0.07890779967454438,-0.17042508492675504,0.02821316614420063,0.02821316614420063,0.0,-0.10504405657481149,0.30255822745961003,0.283604442506568,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.1678296495611539,-0.0789077996745444,-0.2173747960727933,-0.04287989811376719,-0.2173747960727933,-0.29121763749252305
-77.27,39.19,871,175,24,10,0,POINT (-77.27 39.19),36.291666666666664,0.027554535017221583,87.1,0.0,0.020352169672929292,-0.22765806918564943,-0.04177016533249177,-0.2042646668926003,0.04973967795555821,-0.15890864490128223,-0.0779003148311497,0.06762213658562434,-0.17042508492675504,0.027554535017221583,0.011481056257175661,0.0,-0.04177016533249177,-0.12657899321186294,0.04973967795555822,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.15890864490128226,0.06762213658562433,-0.22765806918564943,0.020352169672929285,-0.22765806918564943,-0.07790031483114968
-77.27,39.195,1963,467,31,11,1,POINT (-77.27 39.195),63.32258064516129,0.015792154865002548,178.45454545454547,1963.0,0.09412291542407518,-0.41130527717185017,0.50164090063096,1.3127008740009753,0.07897277352443444,0.12571905163178895,0.2993583718623186,0.7543632970839258,2.742725771948742,0.015792154865002548,0.0056036678553234845,0.0005094243504839531,0.5016409006309601,-0.2773194641152638,0.07897277352443445,0.11697039341443032,1.3127008740009756,2.742725771948742,0.12571905163178893,0.7543632970839258,-0.4113052771718502,0.09412291542407517,-0.41130527717185017,0.2993583718623187
-77.27,39.2,144,48,2,0,0,POINT (-77.27 39.2),72.0,0.013888888888888888,0.0,0.0,-0.2114987455449578,-0.44102115763524974,-0.2781167590905684,-0.2042646668926003,-0.242591277733204,0.21708976461560417,-0.43758938610292986,-0.3895764198999665,-0.17042508492675504,0.013888888888888888,0.0,0.0,-0.27811675909056843,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,0.21708976461560414,-0.3895764198999665,-0.4410211576352498,-0.2114987455449578,-0.44102115763524974,-0.4375893861029298
-77.27,39.205,578,165,2,1,0,POINT (-77.27 39.205),289.0,0.0034602076124567475,578.0,0.0,-0.2114987455449578,-0.6038451927888338,-0.06038013334493875,-0.2042646668926003,-0.21335818216432778,2.5020369253669976,1.9493254611426378,-0.11664083047115435,-0.17042508492675504,0.0034602076124567475,0.0017301038062283738,0.0,-0.06038013334493875,-0.3766667981541496,-0.2133581821643278,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,2.5020369253669976,-0.11664083047115437,-0.6038451927888339,-0.2114987455449578,-0.6038451927888338,1.9493254611426378
-77.27,39.23,114,33,6,7,0,POINT (-77.27 39.23),19.0,0.05263157894736842,16.285714285714285,0.0,-0.16934403368716014,0.1638723050005605,-0.3060317111092388,-0.2042646668926003,-0.03795960875107045,-0.3409848875494827,-0.3703357300015965,-0.40844293529827147,-0.17042508492675504,0.05263157894736842,0.06140350877192982,0.0,-0.3060317111092389,1.1538083976155338,-0.037959608751070455,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.3409848875494827,-0.40844293529827147,0.16387230500056055,-0.16934403368716014,0.1638723050005605,-0.3703357300015964
-77.27,39.24,33,11,4,4,0,POINT (-77.27 39.24),8.25,0.12121212121212122,8.25,0.0,-0.19042138961605895,1.2346271136457685,-0.3469736407366222,-0.2042646668926003,-0.12565889545769912,-0.45417927454523144,-0.4035200997884386,-0.4593825268736949,-0.17042508492675504,0.12121212121212122,0.12121212121212122,0.0,-0.34697364073662224,2.6877513305808485,-0.12565889545769915,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.45417927454523144,-0.4593825268736949,1.2346271136457687,-0.19042138961605895,1.2346271136457685,-0.40352009978843856
-77.27,39.245,50,16,4,1,0,POINT (-77.27 39.245),12.5,0.08,50.0,0.0,-0.19042138961605895,0.5911781774738575,-0.3376686567303987,-0.2042646668926003,-0.21335818216432778,-0.4094280052678424,-0.23110886298480116,-0.4486915014813221,-0.17042508492675504,0.08,0.02,0.0,-0.33766865673039875,0.09191083655474559,-0.2133581821643278,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.4094280052678424,-0.4486915014813221,0.5911781774738576,-0.19042138961605895,0.5911781774738575,-0.23110886298480113
-77.27,39.25,34,8,0,0,0,POINT (-77.27 39.25),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.35255663114035624,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.45875364302708477,-0.17042508492675504,0.0,0.0,0.0,-0.3525566311403563,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.45875364302708477,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.27,39.285,46,8,0,0,0,POINT (-77.27 39.285),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.35255663114035624,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.45120703686776276,-0.17042508492675504,0.0,0.0,0.0,-0.3525566311403563,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.45120703686776276,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.265,39.07,83,20,7,5,0,POINT (-77.265 39.07),11.857142857142858,0.08433734939759036,16.6,0.0,-0.1588053557227107,0.6588976438250471,-0.3302246695254199,-0.2042646668926003,-0.09642579988882288,-0.4161971048224055,-0.3690378524277111,-0.42793833454318664,-0.17042508492675504,0.08433734939759036,0.060240963855421686,0.0,-0.33022466952541996,1.123991996830184,-0.0964257998888229,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.4161971048224055,-0.42793833454318664,0.6588976438250472,-0.1588053557227107,0.6588976438250471,-0.36903785242771103
-77.265,39.095,81,2,2,2,0,POINT (-77.265 39.095),40.5,0.024691358024691357,40.5,0.0,-0.2114987455449578,-0.27236113555859826,-0.36372261194782446,-0.2042646668926003,-0.18412508659545154,-0.1145961135579852,-0.2703401623772456,-0.429196102236407,-0.17042508492675504,0.024691358024691357,0.024691358024691357,0.0,-0.3637226119478245,0.21223256271386187,-0.18412508659545157,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.11459611355798521,-0.429196102236407,-0.2723611355585983,-0.2114987455449578,-0.27236113555859826,-0.27034016237724556
-77.265,39.1,192,32,0,0,0,POINT (-77.265 39.1),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.3078927079104835,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.3593899952626785,-0.17042508492675504,0.0,0.0,0.0,-0.30789270791048357,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.3593899952626785,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.265,39.105,210,44,3,0,0,POINT (-77.265 39.105),70.0,0.014285714285714285,0.0,0.0,-0.20096006758050836,-0.43482548335488297,-0.2855607462955472,-0.2042646668926003,-0.242591277733204,0.1960303437791858,-0.43758938610292986,-0.3480700860236955,-0.17042508492675504,0.014285714285714285,0.0,0.0,-0.28556074629554723,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,0.19603034377918577,-0.3480700860236955,-0.434825483354883,-0.20096006758050836,-0.43482548335488297,-0.4375893861029298
-77.265,39.11,153,20,0,0,0,POINT (-77.265 39.11),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.3302246695254199,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.38391646528047496,-0.17042508492675504,0.0,0.0,0.0,-0.33022466952541996,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.38391646528047496,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.265,39.115,312,76,2,0,0,POINT (-77.265 39.115),156.0,0.00641025641025641,0.0,0.0,-0.2114987455449578,-0.5577857883037007,-0.22600884865571683,-0.2042646668926003,-0.242591277733204,1.1015854397451759,-0.43758938610292986,-0.28392393366945856,-0.17042508492675504,0.00641025641025641,0.0,0.0,-0.22600884865571685,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,1.1015854397451759,-0.28392393366945856,-0.5577857883037008,-0.2114987455449578,-0.5577857883037007,-0.4375893861029298
-77.265,39.12,168,14,3,0,0,POINT (-77.265 39.12),56.0,0.017857142857142856,0.0,0.0,-0.20096006758050836,-0.3790644148315818,-0.34139065033288807,-0.2042646668926003,-0.242591277733204,0.04861439792425718,-0.43758938610292986,-0.3744832075813225,-0.17042508492675504,0.017857142857142856,0.0,0.0,-0.3413906503328881,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,0.04861439792425717,-0.3744832075813225,-0.3790644148315819,-0.20096006758050836,-0.3790644148315818,-0.4375893861029298
-77.265,39.14,98,8,0,0,0,POINT (-77.265 39.14),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.35255663114035624,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.4185050768440341,-0.17042508492675504,0.0,0.0,0.0,-0.3525566311403563,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.4185050768440341,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.265,39.155,1256,432,25,16,0,POINT (-77.265 39.155),50.24,0.019904458598726114,78.5,0.0,0.030890847637378704,-0.34709947109210987,0.4365060125873955,-0.2042646668926003,0.22513825136881555,-0.01203673408462771,-0.11341496480746781,0.3097424175305383,-0.17042508492675504,0.019904458598726114,0.012738853503184714,0.0,0.4365060125873956,-0.09431960584439622,0.22513825136881557,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.012036734084627724,0.3097424175305383,-0.3470994710921099,0.030890847637378697,-0.34709947109210987,-0.11341496480746778
-77.265,39.16,503,160,2,0,0,POINT (-77.265 39.16),251.5,0.003976143141153081,0.0,0.0,-0.2114987455449578,-0.5957898402054459,-0.06968511735116223,-0.2042646668926003,-0.242591277733204,2.107172784684153,-0.43758938610292986,-0.16380711896691683,-0.17042508492675504,0.003976143141153081,0.0,0.0,-0.06968511735116223,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,2.107172784684153,-0.16380711896691685,-0.595789840205446,-0.2114987455449578,-0.5957898402054459,-0.4375893861029298
-77.265,39.165,60,23,0,0,0,POINT (-77.265 39.165),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.3246416791216858,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.4424026630152204,-0.17042508492675504,0.0,0.0,0.0,-0.32464167912168584,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.4424026630152204,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.265,39.17,1013,267,41,11,0,POINT (-77.265 39.17),24.70731707317073,0.040473840078973346,92.0909090909091,0.0,0.1995096950685693,-0.02594767783555359,0.1294415403820204,-0.2042646668926003,0.07897277352443444,-0.2808884915040937,-0.057289804432631,0.15692364280426793,-0.17042508492675504,0.040473840078973346,0.01085883514313919,0.0,0.12944154038202044,-0.1425374253117967,0.07897277352443445,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.2808884915040937,0.1569236428042679,-0.025947677835553573,0.1995096950685693,-0.02594767783555359,-0.05728980443263097
-77.265,39.175,1951,520,17,14,2,POINT (-77.265 39.175),114.76470588235294,0.008713480266529985,139.35714285714286,975.5,-0.053418576078216595,-0.5218253257869324,0.6002737310969289,2.829666414894551,0.1666720602310631,0.6673897336766675,0.13790132904488314,0.7468166909246038,1.27724616361224,0.008713480266529985,0.007175807278318811,0.0010251153254741158,0.600273731096929,-0.23699797764119754,0.16667206023106312,0.30729136481385305,2.8296664148945516,1.27724616361224,0.6673897336766675,0.7468166909246038,-0.5218253257869325,-0.0534185760782166,-0.5218253257869324,0.13790132904488317
-77.265,39.18,7255,1839,157,108,2,POINT (-77.265 39.18),46.210191082802545,0.02164024810475534,67.17592592592592,3627.5,1.4219963389447012,-0.31999841736754747,3.054928511938685,2.829666414894551,2.9145830437054276,-0.054469455023434046,-0.1601789795803329,4.082416613344925,5.212893678861256,0.02164024810475534,0.014886285320468642,0.0002756719503790489,3.0549285119386855,-0.039243292822729293,2.914583043705428,0.03070170535805984,2.8296664148945516,5.212893678861256,-0.05446945502343406,4.082416613344925,-0.3199984173675475,1.4219963389447012,-0.31999841736754747,-0.16017897958033286
-77.265,39.185,9040,3093,428,210,0,POINT (-77.265 39.185),21.121495327102803,0.047345132743362835,43.04761904761905,0.0,4.2779780673104915,0.0813344960731964,5.388618500699536,-0.2042646668926003,5.896358791730802,-0.3186461561015062,-0.2598194881040838,5.204974279544072,-0.17042508492675504,0.047345132743362835,0.023230088495575223,0.0,5.388618500699537,0.17475461470784934,5.896358791730803,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.3186461561015062,5.204974279544072,0.08133449607319644,4.2779780673104915,0.0813344960731964,-0.25981948810408373
-77.265,39.19,780,140,21,11,0,POINT (-77.265 39.19),37.142857142857146,0.026923076923076925,70.9090909090909,0.0,-0.011263864220418945,-0.2375170870416636,-0.10690505337605619,-0.2042646668926003,0.07897277352443444,-0.14994585567625887,-0.14476246240812918,0.010393706544099218,-0.17042508492675504,0.026923076923076925,0.014102564102564103,0.0,-0.10690505337605619,-0.05934380300964963,0.07897277352443445,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.1499458556762589,0.010393706544099204,-0.2375170870416636,-0.011263864220418952,-0.2375170870416636,-0.14476246240812915
-77.265,39.195,795,221,30,8,0,POINT (-77.265 39.195),26.5,0.03773584905660377,99.375,0.0,0.08358423745962576,-0.06869620323962285,0.04383568752476432,-0.2042646668926003,-0.008726513182194227,-0.26201205941291383,-0.02720934640564908,0.01982696424325171,-0.17042508492675504,0.03773584905660377,0.010062893081761006,0.0,0.043835687524764334,-0.16295136989748393,-0.008726513182194228,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.26201205941291383,0.019826964243251696,-0.06869620323962283,0.08358423745962575,-0.06869620323962285,-0.02720934640564905
