long,lat,Total Stops,Total Citations,Total Accidents,Total Injuries,Total Fatalities,geometry,Stops per Accident,Accidents per Stops,Stops per Injury,Stops per Fatality,Normalized Total Accidents,Normalized Accidents per Stops,Normalized Total Citations,Normalized Total Fatalities,Normalized Total Injuries,Normalized Stops per Accident,Normalized Stops per Injury,Normalized Total Stops,Normalized Stops per Fatality,Accidents per Stop,Injuries per Stop,Fatalities per Stop,Normalized Normalized Total Citations,Normalized Injuries per Stop,Normalized Normalized Total Injuries,Normalized Fatalities per Stop,Normalized Normalized Total Fatalities,Normalized Normalized Stops per Fatality,Normalized Normalized Stops per Accident,Normalized Normalized Total Stops,Normalized Normalized Accidents per Stops,Normalized Normalized Total Accidents,Normalized Accidents per Stop,Normalized Normalized Stops per Injury
-77.41,39.18,163,22,1,4,0,POINT (-77.41 39.18),163.0,0.006134969325153374,40.75,0.0,-0.2220374235094072,-0.5620838728681836,-0.3265026759229305,-0.2042646668926003,-0.12565889545769912,1.1752934126726402,-0.269307759761655,-0.37762762681437334,-0.17042508492675504,0.006134969325153374,0.024539877300613498,0.0,-0.32650267592293053,0.20834745692893727,-0.12565889545769915,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,1.1752934126726402,-0.37762762681437334,-0.5620838728681837,-0.2220374235094072,-0.5620838728681836,-0.26930775976165494
-77.405,39.135,74,13,0,0,0,POINT (-77.405 39.135),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.34325164713413275,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.4335982891626781,-0.17042508492675504,0.0,0.0,0.0,-0.3432516471341328,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.4335982891626781,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.405,39.14,125,25,0,0,0,POINT (-77.405 39.14),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.3209196855191964,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.40152521298555965,-0.17042508492675504,0.0,0.0,0.0,-0.3209196855191965,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.40152521298555965,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.405,39.145,97,20,5,0,0,POINT (-77.405 39.145),19.4,0.05154639175257732,0.0,0.0,-0.17988271165160954,0.14692916969234096,-0.3302246695254199,-0.2042646668926003,-0.242591277733204,-0.33677300338219907,-0.43758938610292986,-0.4191339606906443,-0.17042508492675504,0.05154639175257732,0.0,0.0,-0.33022466952541996,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.33677300338219907,-0.4191339606906443,0.14692916969234102,-0.17988271165160954,0.14692916969234096,-0.4375893861029298
-77.405,39.175,245,18,0,0,0,POINT (-77.405 39.175),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.33394666312790927,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.3260591513923397,-0.17042508492675504,0.0,0.0,0.0,-0.3339466631279093,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.3260591513923397,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.4,39.135,112,46,0,0,0,POINT (-77.40000000000001 39.135),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.28183875269305775,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.4097007029914918,-0.17042508492675504,0.0,0.0,0.0,-0.2818387526930578,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.4097007029914918,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.4,39.14,47,8,0,0,0,POINT (-77.40000000000001 39.14),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.35255663114035624,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.4505781530211526,-0.17042508492675504,0.0,0.0,0.0,-0.3525566311403563,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.4505781530211526,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.4,39.17,33,1,2,2,0,POINT (-77.40000000000001 39.17),16.5,0.06060606060606061,16.5,0.0,-0.2114987455449578,0.28837867809884055,-0.36558360874906914,-0.2042646668926003,-0.18412508659545154,-0.36730916359500565,-0.36945081347394737,-0.4593825268736949,-0.17042508492675504,0.06060606060606061,0.06060606060606061,0.0,-0.3655836087490692,1.1333558251759963,-0.18412508659545157,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.36730916359500565,-0.4593825268736949,0.2883786780988406,-0.2114987455449578,0.28837867809884055,-0.3694508134739473
-77.395,39.135,66,16,1,0,0,POINT (-77.395 39.135),66.0,0.015151515151515152,0.0,0.0,-0.2220374235094072,-0.4213076485613554,-0.3376686567303987,-0.2042646668926003,-0.242591277733204,0.15391150210634905,-0.43758938610292986,-0.43862935993555946,-0.17042508492675504,0.015151515151515152,0.0,0.0,-0.33766865673039875,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,0.15391150210634902,-0.43862935993555946,-0.42130764856135544,-0.2220374235094072,-0.4213076485613554,-0.4375893861029298
-77.385,39.13,72,11,3,2,0,POINT (-77.38500000000001 39.13),24.0,0.041666666666666664,36.0,0.0,-0.20096006758050836,-0.007323958009574471,-0.3469736407366222,-0.2042646668926003,-0.18412508659545154,-0.2883363354584368,-0.2889234094578772,-0.43485605685589845,-0.17042508492675504,0.041666666666666664,0.027777777777777776,0.0,-0.34697364073662224,0.29139159308170154,-0.18412508659545157,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.2883363354584368,-0.43485605685589845,-0.007323958009574451,-0.20096006758050836,-0.007323958009574471,-0.28892340945787715
-77.385,39.205,31,2,0,0,0,POINT (-77.38500000000001 39.205),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.36372261194782446,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.46064029456691524,-0.17042508492675504,0.0,0.0,0.0,-0.3637226119478245,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.46064029456691524,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.385,39.21,117,4,0,0,0,POINT (-77.38500000000001 39.21),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.36000061834533503,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.40655628375844094,-0.17042508492675504,0.0,0.0,0.0,-0.3600006183453351,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.40655628375844094,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.385,39.22,59,6,0,0,0,POINT (-77.38500000000001 39.22),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.35627862474284566,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.4430315468618306,-0.17042508492675504,0.0,0.0,0.0,-0.3562786247428457,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.4430315468618306,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.38,39.21,776,9,1,1,0,POINT (-77.38 39.21),776.0,0.001288659793814433,776.0,0.0,-0.2220374235094072,-0.6377497842695766,-0.35069563433911155,-0.2042646668926003,-0.21335818216432778,7.630005899034871,2.7669883326904277,0.007878171157658554,-0.17042508492675504,0.001288659793814433,0.001288659793814433,0.0,-0.3506956343391116,-0.38798874486908747,-0.2133581821643278,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,7.630005899034871,0.00787817115765854,-0.6377497842695767,-0.2220374235094072,-0.6377497842695766,2.7669883326904277
-77.38,39.215,320,2,0,0,0,POINT (-77.38 39.215),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.36372261194782446,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.2788928628965772,-0.17042508492675504,0.0,0.0,0.0,-0.3637226119478245,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.2788928628965772,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.38,39.22,516,137,0,0,1,POINT (-77.38 39.22),0.0,0.0,0.0,516.0,-0.2325761014738566,-0.6578697574480874,-0.11248804377979028,1.3127008740009753,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.15563162896098465,0.5953343863660399,0.0,0.0,0.001937984496124031,-0.11248804377979028,-0.4210396802288556,-0.24259127773320402,0.644194967445238,1.3127008740009756,0.5953343863660399,-0.5410493854954572,-0.15563162896098467,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.375,39.125,74,11,1,2,0,POINT (-77.375 39.125),74.0,0.013513513513513514,37.0,0.0,-0.2220374235094072,-0.4468819306031642,-0.3469736407366222,-0.2042646668926003,-0.18412508659545154,0.23814918545202252,-0.2847937989955146,-0.4335982891626781,-0.17042508492675504,0.013513513513513514,0.02702702702702703,0.0,-0.34697364073662224,0.2721366938030379,-0.18412508659545157,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,0.2381491854520225,-0.4335982891626781,-0.4468819306031643,-0.2220374235094072,-0.4468819306031642,-0.28479379899551455
-77.375,39.22,637,238,0,0,0,POINT (-77.375 39.22),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,0.07547263314592417,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.07953668352115455,-0.17042508492675504,0.0,0.0,0.0,0.0754726331459242,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.07953668352115456,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.375,39.225,43,18,0,0,0,POINT (-77.375 39.225),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.33394666312790927,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.4530936884075933,-0.17042508492675504,0.0,0.0,0.0,-0.3339466631279093,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.4530936884075933,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.37,39.125,425,21,0,0,0,POINT (-77.37 39.125),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.3283636727241752,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.2128600590025098,-0.17042508492675504,0.0,0.0,0.0,-0.32836367272417527,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.21286005900250982,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.37,39.22,75,34,1,0,0,POINT (-77.37 39.22),75.0,0.013333333333333334,0.0,0.0,-0.2220374235094072,-0.44969510162776316,-0.30417071430799414,-0.2042646668926003,-0.242591277733204,0.2486788958702317,-0.43758938610292986,-0.4329694053160679,-0.17042508492675504,0.013333333333333334,0.0,0.0,-0.3041707143079942,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,0.24867889587023168,-0.4329694053160679,-0.4496951016277632,-0.2220374235094072,-0.44969510162776316,-0.4375893861029298
-77.37,39.225,111,4,0,0,0,POINT (-77.37 39.225),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.36000061834533503,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.41032958683810195,-0.17042508492675504,0.0,0.0,0.0,-0.3600006183453351,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.41032958683810195,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.365,39.125,1420,28,0,0,0,POINT (-77.36499999999999 39.125),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.3153366951154623,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,0.4128793683746056,-0.17042508492675504,0.0,0.0,0.0,-0.31533669511546236,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,0.4128793683746056,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.36,39.125,118,1,0,0,0,POINT (-77.36 39.125),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.36558360874906914,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.4059273999118308,-0.17042508492675504,0.0,0.0,0.0,-0.3655836087490692,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.4059273999118308,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.36,39.15,33,5,0,0,0,POINT (-77.36 39.15),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.35813962154409035,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.4593825268736949,-0.17042508492675504,0.0,0.0,0.0,-0.3581396215440904,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.4593825268736949,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
-77.355,39.125,40,0,0,0,0,POINT (-77.355 39.125),0.0,0.0,0.0,0.0,-0.2325761014738566,-0.6578697574480874,-0.36744460555031383,-0.2042646668926003,-0.242591277733204,-0.5410493854954572,-0.43758938610292986,-0.45498033994742376,-0.17042508492675504,0.0,0.0,0.0,-0.3674446055503139,-0.4210396802288556,-0.24259127773320402,-0.07103781681355638,-0.2042646668926003,-0.170425084926755,-0.5410493854954572,-0.45498033994742376,-0.6578697574480875,-0.2325761014738566,-0.6578697574480874,-0.4375893861029298
