H3 Encoding - Res=6,Citation,Arrest,Search Conducted,Fatal,Alcohol,Accident,Personal Injury,Property Damage,Stops - ASIAN,Stops - BLACK,Stops - HISPANIC,Stops - OTHER,Stops - WHITE,Search Conducted - ASIAN,Search Conducted - BLACK,Search Conducted - HISPANIC,Search Conducted - OTHER,Search Conducted - WHITE,Citation - ASIAN,Citation - BLACK,Citation - HISPANIC,Citation - OTHER,Citation - WHITE,Arrest - ASIAN,Arrest - BLACK,Arrest - HISPANIC,Arrest - OTHER,Arrest - WHITE,Stops,Longitude,Latitude,geometry,Stops - % Total - ASIAN,Stops - % Total - BLACK,Stops - % Total - HISPANIC,Stops - % Total - OTHER,Stops - % Total - WHITE,Arrest - % Total - ASIAN,Arrest - % Total - BLACK,Arrest - % Total - HISPANIC,Arrest - % Total - OTHER,Arrest - % Total - WHITE,Citation - % Total - ASIAN,Citation - % Total - BLACK,Citation - % Total - HISPANIC,Citation - % Total - OTHER,Citation - % Total - WHITE,Search Conducted - % Total - ASIAN,Search Conducted - % Total - BLACK,Search Conducted - % Total - HISPANIC,Search Conducted - % Total - OTHER,Search Conducted - % Total - WHITE,Citation per Fatal,Citation per Alcohol,Citation per Accident,Citation per Personal Injury,Citation per Property Damage,Arrest per Fatal,Arrest per Alcohol,Arrest per Accident,Arrest per Personal Injury,Arrest per Property Damage,Search Conducted per Fatal,Search Conducted per Alcohol,Search Conducted per Accident,Search Conducted per Personal Injury,Search Conducted per Property Damage,Stops per Fatal,Stops per Alcohol,Stops per Accident,Stops per Personal Injury,Stops per Property Damage,BLACK + HISPANIC Stops - % Total,BLACK + HISPANIC Arrest - % Total,BLACK + HISPANIC Citation - % Total,BLACK + HISPANIC Search Conducted - % Total
86f042907ffffff,17.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2,6,3,2,22,0,0,0,0,0,2,2,2,1,10,0,0,0,0,0,35,-77.14962007475789,39.444103558904764,"((39.5914789486912, -77.16069376670593), (39.55507242937953, -77.12651799418212), (39.40811590671318, -77.11542062352673), (39.2969433546763, -77.13846163986209), (39.332703311293436, -77.17268339826927), (39.48028393689353, -77.18381829044776), (39.5914789486912, -77.16069376670593))",0.05714285714285714,0.17142857142857143,0.08571428571428572,0.05714285714285714,0.6285714285714286,,,,,,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.5882352941176471,,,,,,,,17.0,,5.666666666666667,,,0.0,,0.0,,,0.0,,0.0,,,35.0,,11.666666666666666,0.2571428571428571,,0.23529411764705882,
86f04290fffffff,1432.0,12.0,20.0,2.0,1.0,67.0,50.0,50.0,154,610,308,245,1938,0,6,2,2,10,64,274,147,97,844,0,4,2,2,4,3261,-77.10423877225415,39.26137385939318,"((39.40811590671318, -77.11542062352673), (39.372319472660195, -77.08122000259333), (39.22599333505863, -77.07001486039192), (39.11484773908474, -77.0929726016898), (39.14999980236713, -77.1272186238414), (39.2969433546763, -77.13846163986209), (39.40811590671318, -77.11542062352673))",0.047224777675559645,0.1870591842992947,0.09444955535111929,0.07513032812020852,0.594296228150874,0.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0446927374301676,0.19134078212290503,0.1026536312849162,0.06773743016759777,0.5893854748603352,0.0,0.3,0.1,0.1,0.5,716.0,1432.0,21.37313432835821,28.64,28.64,6.0,12.0,0.1791044776119403,0.24,0.24,10.0,20.0,0.29850746268656714,0.4,0.4,1630.5,3261.0,48.67164179104478,65.22,65.22,0.281508739650414,0.5,0.29399441340782123,0.4
86f042927ffffff,4460.0,39.0,104.0,2.0,54.0,215.0,141.0,164.0,293,1576,985,389,6572,4,15,11,1,73,129,724,486,172,2934,2,6,7,0,24,9839,-77.20690398209781,39.36865523504013,"((39.51665856391459, -77.21801520431633), (39.48028393689353, -77.18381829044776), (39.332703311293436, -77.17268339826927), (39.22087001344403, -77.1957076509486), (39.256591153334504, -77.22995052650323), (39.404800647317465, -77.24112332553275), (39.51665856391459, -77.21801520431633))",0.029779449131009248,0.16017887996747637,0.10011179997967273,0.03953653826608395,0.667954060371989,0.05128205128205128,0.15384615384615385,0.1794871794871795,0.0,0.6153846153846154,0.028923766816143497,0.16233183856502242,0.10896860986547086,0.03856502242152467,0.657847533632287,0.038461538461538464,0.14423076923076922,0.10576923076923077,0.009615384615384616,0.7019230769230769,2230.0,82.5925925925926,20.74418604651163,31.631205673758867,27.195121951219512,19.5,0.7222222222222222,0.1813953488372093,0.2765957446808511,0.23780487804878048,52.0,1.9259259259259258,0.48372093023255813,0.7375886524822695,0.6341463414634146,4919.5,182.2037037037037,45.76279069767442,69.78014184397163,59.99390243902439,0.2602906799471491,0.33333333333333337,0.2713004484304933,0.25
86f04292fffffff,37659.0,1119.0,1828.0,13.0,36.0,1681.0,741.0,969.0,7134,21863,15934,5997,37668,79,675,364,70,637,2756,9144,7030,2346,16260,46,408,236,43,384,88729,-77.1614636617566,39.18534006437693,"((39.332703311293436, -77.17268339826927), (39.2969433546763, -77.13846163986209), (39.14999980236713, -77.1272186238414), (39.038195661520575, -77.15015924457893), (39.07330437941747, -77.18442637505086), (39.22087001344403, -77.1957076509486), (39.332703311293436, -77.17268339826927))",0.08040212331932063,0.246401965535507,0.17958052046117956,0.06758782359769636,0.4245286208567661,0.041108132260947276,0.3646112600536193,0.21090259159964253,0.03842716711349419,0.34316353887399464,0.07318303725537056,0.24281048354974907,0.1866751639714278,0.06229586553015216,0.4317692981757349,0.04321663019693654,0.36925601750547044,0.19912472647702406,0.038293216630196934,0.34846827133479213,2896.846153846154,1046.0833333333333,22.402736466389054,50.821862348178136,38.863777089783284,86.07692307692308,31.083333333333332,0.6656751933372992,1.5101214574898785,1.1547987616099071,140.6153846153846,50.77777777777778,1.0874479476502081,2.4669365721997303,1.8864809081527347,6825.307692307692,2464.6944444444443,52.78346222486615,119.74224021592443,91.56759545923633,0.42598248599668653,0.5755138516532619,0.4294856475211769,0.5683807439824945
86f042947ffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,6,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,8,-77.07018795457915,38.822449008302414,"((38.96853898188693, -77.0816222744806), (38.93398809354429, -77.04735256165317), (38.788311817643894, -77.03589573068379), (38.67657922321018, -77.0586698072281), (38.71048348466754, -77.09298372718294), (38.85676844034806, -77.10447950237435), (38.96853898188693, -77.0816222744806))",0.0,0.125,0.125,0.0,0.75,,,,,,0.0,0.0,0.16666666666666666,0.0,0.8333333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.16666666666666666,
86f042957ffffff,82617.0,2801.0,5082.0,31.0,31.0,4961.0,1838.0,2605.0,11552,61486,57718,13271,71862,121,1961,1579,173,1241,4008,22873,24715,4530,26146,68,969,990,82,688,216388,-77.05872565936599,39.07988240144303,"((39.22599333505863, -77.07001486039192), (39.190800306504514, -77.03578996879526), (39.045102331407335, -77.02447786051708), (38.93398809354429, -77.04735256165317), (38.96853898188693, -77.0816222744806), (39.11484773908474, -77.0929726016898), (39.22599333505863, -77.07001486039192))",0.05338558515259626,0.2841469952123038,0.26673382997208717,0.06132964859419191,0.3320978982198643,0.024277043912888253,0.3459478757586576,0.35344519814352016,0.029275258836129952,0.2456265619421635,0.0485130179018846,0.27685585291162834,0.29915150634857235,0.054831330113657,0.3164723967222242,0.023809523809523808,0.3858717040535222,0.3107044470680834,0.03404171585989768,0.2441951987406533,2665.064516129032,2665.064516129032,16.653295706510786,44.949401523395,31.714779270633397,90.35483870967742,90.35483870967742,0.5646039105019149,1.5239390642002175,1.0752399232245682,163.93548387096774,163.93548387096774,1.024390243902439,2.764961915125136,1.9508637236084454,6980.258064516129,6980.258064516129,43.61781898810724,117.73014145810664,83.06641074856046,0.550880825184391,0.6993930739021778,0.5760073592602006,0.6965761511216056
86f04295fffffff,34191.0,1352.0,2440.0,13.0,15.0,1220.0,417.0,870.0,3167,44223,21264,5030,19098,37,1491,581,48,279,1179,15668,8988,1601,6598,16,776,369,24,166,92986,-77.01308211415585,38.89962024671635,"((39.045102331407335, -77.02447786051708), (39.01050608580684, -76.9902292683778), (38.86543401522248, -76.97881099436991), (38.75435544466682, -77.00160289262108), (38.788311817643894, -77.03589573068379), (38.93398809354429, -77.04735256165317), (39.045102331407335, -77.02447786051708))",0.03405889058567956,0.47558772288301465,0.2286795861742628,0.054094164712967546,0.20538575699567677,0.011834319526627219,0.5739644970414202,0.2729289940828402,0.01775147928994083,0.1227810650887574,0.034482758620689655,0.45824924687783336,0.26287619549004126,0.04682518791494838,0.19297475943961861,0.015163934426229509,0.6110655737704918,0.23811475409836066,0.019672131147540985,0.11434426229508196,2630.076923076923,2279.4,28.025409836065574,81.99280575539568,39.3,104.0,90.13333333333334,1.1081967213114754,3.2422062350119902,1.554022988505747,187.69230769230768,162.66666666666666,2.0,5.851318944844125,2.8045977011494254,7152.7692307692305,6199.066666666667,76.21803278688525,222.98800959232614,106.88045977011494,0.7042673090572774,0.8468934911242604,0.7211254423678746,0.8491803278688524
86f042977ffffff,63697.0,1006.0,1721.0,32.0,16.0,3656.0,1588.0,1909.0,10916,30636,19363,9934,78879,70,579,326,72,670,4439,13035,8568,4048,33386,39,322,202,42,398,150029,-77.11589118985347,39.00327435262381,"((39.14999980236713, -77.1272186238414), (39.11484773908474, -77.0929726016898), (38.96853898188693, -77.0816222744806), (38.85676844034806, -77.10447950237435), (38.89127155220487, -77.13877031173726), (39.038195661520575, -77.15015924457893), (39.14999980236713, -77.1272186238414))",0.07275926654180191,0.20420052123256172,0.1290617147351512,0.06621386531937158,0.5257583533850122,0.03876739562624255,0.32007952286282304,0.20079522862823063,0.041749502982107355,0.3956262425447316,0.0696893103285869,0.20464072091307284,0.1345118294425169,0.06355087366751966,0.5241377144920483,0.04067402672864614,0.33643230679837305,0.189424753050552,0.041836141778036025,0.389308541545613,1990.53125,3981.0625,17.422592997811815,40.11146095717884,33.36668412781561,31.4375,62.875,0.275164113785558,0.6335012594458438,0.5269774751178627,53.78125,107.5625,0.47073304157549234,1.0837531486146095,0.9015191199580932,4688.40625,9376.8125,41.036378555798684,94.47670025188917,78.59036144578313,0.3332622359677129,0.5208747514910537,0.3391525503555898,0.5258570598489251
86f046207ffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,3,4,0,0,0,0,0,0,1,2,2,2,0,0,0,0,0,11,-77.39039850072838,38.87406575488239,"((39.02396139017536, -77.40177370464949), (38.988371347186764, -77.36746760483578), (38.83891102703197, -77.35606918192707), (38.724401154350666, -77.37893714919039), (38.75931145438905, -77.41328847918976), (38.90941296476403, -77.42472675764887), (39.02396139017536, -77.40177370464949))",0.0,0.18181818181818182,0.18181818181818182,0.2727272727272727,0.36363636363636365,,,,,,0.0,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,0.36363636363636365,,0.42857142857142855,
86f046217ffffff,2873.0,14.0,30.0,2.0,0.0,34.0,18.0,30.0,292,560,325,189,4597,1,5,3,0,21,153,294,189,105,2123,1,3,1,0,9,5972,-77.37877997911286,39.138060376136366,"((39.28797659117178, -77.39000613324562), (39.25171166293014, -77.35574590781665), (39.10222995338451, -77.34449611866826), (38.988371347186764, -77.36746760483578), (39.02396139017536, -77.40177370464949), (39.17408653899912, -77.41306258748838), (39.28797659117178, -77.39000613324562))",0.048894842598794376,0.09377093101138648,0.0544206296048225,0.031647689216342936,0.7697588747488279,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.0,0.6428571428571429,0.05325443786982249,0.10233205708318831,0.06578489383919248,0.036547163243995824,0.7389488339714584,0.03333333333333333,0.16666666666666666,0.1,0.0,0.7,1436.5,,84.5,159.61111111111111,95.76666666666667,7.0,,0.4117647058823529,0.7777777777777778,0.4666666666666667,15.0,,0.8823529411764706,1.6666666666666667,1.0,2986.0,,175.64705882352942,331.77777777777777,199.06666666666666,0.14819156061620897,0.2857142857142857,0.16811695092238077,0.26666666666666666
86f04621fffffff,191.0,1.0,2.0,0.0,0.0,5.0,5.0,3.0,4,14,8,17,171,0,1,0,0,1,4,13,5,17,152,0,1,0,0,0,214,-77.33316038092664,38.95297464320274,"((39.10222995338451, -77.34449611866826), (39.06659370759785, -77.31021107186405), (38.91776973385199, -77.29885209770676), (38.80394723950455, -77.32173886554328), (38.83891102703197, -77.35606918192707), (38.988371347186764, -77.36746760483578), (39.10222995338451, -77.34449611866826))",0.018691588785046728,0.06542056074766354,0.037383177570093455,0.0794392523364486,0.7990654205607477,0.0,1.0,0.0,0.0,0.0,0.020942408376963352,0.06806282722513089,0.02617801047120419,0.08900523560209424,0.7958115183246073,0.0,0.5,0.0,0.0,0.5,,,38.2,38.2,63.666666666666664,,,0.2,0.2,0.3333333333333333,,,0.4,0.4,0.6666666666666666,,,42.8,42.8,71.33333333333333,0.10280373831775699,1.0,0.09424083769633508,0.5
86f046237ffffff,280.0,10.0,24.0,0.0,3.0,15.0,13.0,14.0,32,105,79,25,576,0,4,0,1,19,8,37,34,9,190,0,2,0,1,7,820,-77.43607861514653,39.05974633286008,"((39.21031002162495, -77.44734387763933), (39.17408653899912, -77.41306258748838), (39.02396139017536, -77.40177370464949), (38.90941296476403, -77.42472675764887), (38.94495421472847, -77.4590538879584), (39.095727752464704, -77.47038227066409), (39.21031002162495, -77.44734387763933))",0.03902439024390244,0.12804878048780488,0.09634146341463415,0.03048780487804878,0.7024390243902439,0.0,0.2,0.0,0.1,0.7,0.02857142857142857,0.13214285714285715,0.12142857142857143,0.03214285714285714,0.6785714285714286,0.0,0.16666666666666666,0.0,0.041666666666666664,0.7916666666666666,,93.33333333333333,18.666666666666668,21.53846153846154,20.0,,3.3333333333333335,0.6666666666666666,0.7692307692307693,0.7142857142857143,,8.0,1.6,1.8461538461538463,1.7142857142857142,,273.3333333333333,54.666666666666664,63.07692307692308,58.57142857142857,0.22439024390243903,0.2,0.25357142857142856,0.16666666666666666
86f046287ffffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-77.30955802574553,39.47767810229171,"((39.62696340933759, -77.32059746546604), (39.58999673706459, -77.28640485923238), (39.44114108533109, -77.27534136231698), (39.32861309901456, -77.29843267487371), (39.36491699130247, -77.33267181567534), (39.51441326761984, -77.34377324866004), (39.62696340933759, -77.32059746546604))",0.0,0.5,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,
86f04628fffffff,25179.0,497.0,890.0,21.0,91.0,1241.0,635.0,849.0,4987,20974,8828,5041,29376,23,388,111,22,346,1683,7654,3409,1871,10431,17,197,70,12,201,69395,-77.26419222307338,39.29250500344755,"((39.44114108533109, -77.27534136231698), (39.404800647317465, -77.24112332553275), (39.256591153334504, -77.22995052650323), (39.144090002097926, -77.2529576067124), (39.17976992567519, -77.28722157857743), (39.32861309901456, -77.29843267487371), (39.44114108533109, -77.27534136231698))",0.07186396714460697,0.3022407954463578,0.12721377620866056,0.07264212119028748,0.42331580085020537,0.03420523138832998,0.3963782696177062,0.14084507042253522,0.02414486921529175,0.4044265593561368,0.06684141546526867,0.3039834782954049,0.13539060328051153,0.07430795504189999,0.4142737995949005,0.025842696629213482,0.43595505617977526,0.12471910112359551,0.024719101123595506,0.3887640449438202,1199.0,276.6923076923077,20.28928283642224,39.651968503937006,29.657243816254418,23.666666666666668,5.461538461538462,0.40048348106365833,0.7826771653543307,0.585394581861013,42.38095238095238,9.780219780219781,0.717163577759871,1.4015748031496063,1.0482921083627796,3304.5238095238096,762.5824175824176,55.91861402095085,109.28346456692914,81.73733804475854,0.4294545716550183,0.5372233400402414,0.4393740815759164,0.5606741573033708
86f0462a7ffffff,9.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0,4,3,2,11,0,0,1,0,0,0,1,2,0,5,0,0,1,0,0,20,-77.36690957880009,39.40141824781758,"((39.55134816715354, -77.37798696344322), (39.51441326761984, -77.34377324866004), (39.36491699130247, -77.33267181567534), (39.25171166293014, -77.35574590781665), (39.28797659117178, -77.39000613324562), (39.43811845251615, -77.40114589711509), (39.55134816715354, -77.37798696344322))",0.0,0.2,0.15,0.1,0.55,0.0,0.0,1.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.5555555555555556,0.0,0.0,1.0,0.0,0.0,,,3.0,,9.0,,,0.3333333333333333,,1.0,,,0.3333333333333333,,1.0,,,6.666666666666667,,20.0,0.35,1.0,0.3333333333333333,1.0
