H3 Encoding - Res=8,Citation,Arrest,Search Conducted,Fatal,Alcohol,Accident,Personal Injury,Property Damage,Stops - ASIAN,Stops - BLACK,Stops - HISPANIC,Stops - OTHER,Stops - WHITE,Search Conducted - ASIAN,Search Conducted - BLACK,Search Conducted - HISPANIC,Search Conducted - OTHER,Search Conducted - WHITE,Citation - ASIAN,Citation - BLACK,Citation - HISPANIC,Citation - OTHER,Citation - WHITE,Arrest - ASIAN,Arrest - BLACK,Arrest - HISPANIC,Arrest - OTHER,Arrest - WHITE,Stops,Longitude,Latitude,geometry,Stops - % Total - ASIAN,Stops - % Total - BLACK,Stops - % Total - HISPANIC,Stops - % Total - OTHER,Stops - % Total - WHITE,Arrest - % Total - ASIAN,Arrest - % Total - BLACK,Arrest - % Total - HISPANIC,Arrest - % Total - OTHER,Arrest - % Total - WHITE,Citation - % Total - ASIAN,Citation - % Total - BLACK,Citation - % Total - HISPANIC,Citation - % Total - OTHER,Citation - % Total - WHITE,Search Conducted - % Total - ASIAN,Search Conducted - % Total - BLACK,Search Conducted - % Total - HISPANIC,Search Conducted - % Total - OTHER,Search Conducted - % Total - WHITE,Citation per Fatal,Citation per Alcohol,Citation per Accident,Citation per Personal Injury,Citation per Property Damage,Arrest per Fatal,Arrest per Alcohol,Arrest per Accident,Arrest per Personal Injury,Arrest per Property Damage,Search Conducted per Fatal,Search Conducted per Alcohol,Search Conducted per Accident,Search Conducted per Personal Injury,Search Conducted per Property Damage,Stops per Fatal,Stops per Alcohol,Stops per Accident,Stops per Personal Injury,Stops per Property Damage,BLACK + HISPANIC Stops - % Total,BLACK + HISPANIC Arrest - % Total,BLACK + HISPANIC Citation - % Total,BLACK + HISPANIC Search Conducted - % Total
88f04280ddfffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-76.9624031352388,39.17316159885209,"((39.19387234811292, -76.96401467862125), (39.18888692283286, -76.95912691638569), (39.16818448787189, -76.9575149073869), (39.152455181201695, -76.96078989224445), (39.157427722270604, -76.96567856853326), (39.17814245849236, -76.96729134630189), (39.19387234811292, -76.96401467862125))",0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,
88f04280e3fffff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-76.94922326759004,39.29308865565205,"((39.31378803253533, -76.9508252513255), (39.30876328373031, -76.94594067386961), (39.28807220383843, -76.94433822108599), (39.27239357173227, -76.94761958473111), (39.27740549437584, -76.95250508154487), (39.29810887957371, -76.95410829574284), (39.31378803253533, -76.9508252513255))",0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
88f0428213fffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-77.0292297806518,39.22241320581238,"((39.24323666357148, -77.03083647808059), (39.238206690457275, -77.02594850213964), (39.217391634322915, -77.02434133484654), (39.20159411284141, -77.02762137359169), (39.206611079391, -77.03251026983712), (39.22743857833731, -77.03411820742656), (39.24323666357148, -77.03083647808059))",0.0,0.0,1.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
88f042821bfffff,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,2,2,0,10,0,0,0,0,0,2,1,0,0,8,0,0,0,0,0,17,-77.03739914722438,39.211631844772256,"((39.23246775613776, -77.03900661498405), (39.22743857833731, -77.03411820742656), (39.206611079391, -77.03251026983712), (39.190800306504514, -77.03578996879526), (39.195816458180765, -77.04067929657315), (39.21665641322453, -77.04228800556697), (39.23246775613776, -77.03900661498405))",0.17647058823529413,0.11764705882352941,0.11764705882352941,0.0,0.5882352941176471,,,,,,0.18181818181818182,0.09090909090909091,0.0,0.0,0.7272727272727273,,,,,,,,11.0,,,,,0.0,,,,,0.0,,,,,17.0,,,0.23529411764705882,,0.09090909090909091,
88f042821dfffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-77.0422164166215,39.27415268161422,"((39.29500168743479, -77.0438187495638), (39.28994725987606, -77.03893175601809), (39.26910667271901, -77.03732895098459), (39.253308036465846, -77.04061237160577), (39.258349444746, -77.04550028881565), (39.27920251293485, -77.04710386213361), (39.29500168743479, -77.0438187495638))",0.0,0.0,1.0,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
88f0428251fffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,-77.05856004930071,39.25262260511085,"((39.273496608050586, -77.0601639199848), (39.26844372626973, -77.05527606319288), (39.247578163684764, -77.05367172048302), (39.23175297949087, -77.05695446445864), (39.23679280274214, -77.06184324475366), (39.25767087310532, -77.06344835796486), (39.273496608050586, -77.0601639199848))",0.0,0.5,0.5,0.0,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
88f0428253fffff,991.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,55,118,134,60,1131,0,0,0,1,1,40,86,90,31,741,0,0,0,0,0,1498,-77.05206566437107,39.22671697632916,"((39.247578163684764, -77.05367172048302), (39.24253754455605, -77.04878337169943), (39.22168478899299, -77.04717684467816), (39.20586016835588, -77.05045789532609), (39.21088773534986, -77.05534716592796), (39.23175297949087, -77.05695446445864), (39.247578163684764, -77.05367172048302))",0.036715620827770364,0.0787716955941255,0.08945260347129506,0.04005340453938585,0.7550066755674232,,,,,,0.04036326942482341,0.08678102926337034,0.09081735620585267,0.03128153380423814,0.7477295660948536,0.0,0.0,0.0,0.5,0.5,,,330.3333333333333,991.0,,,,0.0,0.0,,,,0.6666666666666666,2.0,,,,499.3333333333333,1498.0,,0.16822429906542058,,0.17759838546922302,0.0
88f0428255fffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-77.05687869203192,39.28931365992399,"((39.31018796048217, -77.05847960653215), (39.30512203346132, -77.05359267500909), (39.28425617094718, -77.05199128733307), (39.26844372626973, -77.05527606319288), (39.273496608050586, -77.0601639199848), (39.29437498414449, -77.06176607604205), (39.31018796048217, -77.05847960653215))",0.0,0.0,0.0,0.0,1.0,,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,1.0,,,,,0.0,,,,,0.0,,,,,1.0,0.0,,0.0,
88f0428259fffff,1274.0,0.0,0.0,0.0,0.0,4.0,2.0,2.0,66,234,136,49,1207,0,0,0,0,0,48,176,114,35,900,0,0,0,0,0,1693,-77.06673200506863,39.241836450353,"((39.26272297194538, -77.06833664628773), (39.25767087310532, -77.06344835796486), (39.23679280274214, -77.06184324475366), (39.22095431443482, -77.06512564864798), (39.22599333505863, -77.07001486039192), (39.246883926600105, -77.07162074521611), (39.26272297194538, -77.06833664628773))",0.03898405197873597,0.13821618428824572,0.08033077377436504,0.028942705256940343,0.7129356172474897,,,,,,0.03767660910518053,0.13814756671899528,0.08948194662480377,0.027472527472527472,0.706436420722135,,,,,,,,318.5,637.0,637.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,423.25,846.5,846.5,0.21854695806261076,,0.22762951334379905,
88f042825bfffff,311.0,0.0,0.0,0.0,0.0,13.0,6.0,10.0,52,67,97,29,557,0,0,0,0,0,18,26,45,10,211,0,0,0,0,0,802,-77.0602364170976,39.21591911595515,"((39.23679280274214, -77.06184324475366), (39.23175297949087, -77.05695446445864), (39.21088773534986, -77.05534716592796), (39.195049816903044, -77.05862787546684), (39.20007656835571, -77.06351757749603), (39.22095431443482, -77.06512564864798), (39.23679280274214, -77.06184324475366))",0.06483790523690773,0.08354114713216958,0.12094763092269327,0.03615960099750624,0.6945137157107232,,,,,,0.05787781350482315,0.08360128617363344,0.14469453376205788,0.03215434083601286,0.6784565916398714,,,,,,,,23.923076923076923,51.833333333333336,31.1,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,61.69230769230769,133.66666666666666,80.2,0.20448877805486285,,0.2282958199356913,
88f0428281fffff,42.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,12,35,16,15,125,0,0,0,0,0,2,9,4,2,25,0,0,0,0,0,203,-77.00156416156301,39.155793313591005,"((39.17656611463332, -77.00317661600943), (39.17157185239801, -76.99828761052284), (39.150807416728306, -76.99667468950248), (39.13502487509799, -76.9999500021768), (39.140006169407, -77.00483992303172), (39.16078297757917, -77.0064536162374), (39.17656611463332, -77.00317661600943))",0.059113300492610835,0.1724137931034483,0.07881773399014778,0.07389162561576355,0.6157635467980296,,,,,,0.047619047619047616,0.21428571428571427,0.09523809523809523,0.047619047619047616,0.5952380952380952,,,,,,,,14.0,10.5,21.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,67.66666666666667,50.75,101.5,0.2512315270935961,,0.30952380952380953,
88f0428283fffff,283.0,4.0,8.0,0.0,0.0,14.0,4.0,15.0,44,209,134,58,318,0,1,2,0,5,9,66,65,25,118,0,0,2,0,2,763,-76.99506006429164,39.13004734151427,"((39.150807416728306, -76.99667468950248), (39.14582528280179, -76.99178520024086), (39.12507356447361, -76.99017010956088), (39.10929163083186, -76.99344373535823), (39.11426080323602, -76.99833413831898), (39.13502487509799, -76.9999500021768), (39.150807416728306, -76.99667468950248))",0.057667103538663174,0.27391874180865006,0.17562254259501967,0.07601572739187418,0.4167758846657929,0.0,0.0,0.5,0.0,0.5,0.03180212014134275,0.2332155477031802,0.22968197879858657,0.08833922261484099,0.4169611307420495,0.0,0.125,0.25,0.0,0.625,,,20.214285714285715,70.75,18.866666666666667,,,0.2857142857142857,1.0,0.26666666666666666,,,0.5714285714285714,2.0,0.5333333333333333,,,54.5,190.75,50.86666666666667,0.4495412844036697,0.5,0.46289752650176674,0.375
88f0428285fffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,-76.99989882688524,39.192340644441,"((39.21311378876948, -77.00150833812292), (39.20810657165246, -76.9966202497619), (39.18734179047061, -76.99501027080831), (39.17157185239801, -76.99828761052284), (39.17656611463332, -77.00317661600943), (39.19734327413673, -77.00478736504843), (39.21311378876948, -77.00150833812292))",0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,,,,,,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,
88f0428287fffff,9.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2,9,4,3,5,0,0,0,0,0,1,4,1,0,3,0,0,0,0,0,23,-76.99339858747908,39.16658135949278,"((39.18734179047061, -76.99501027080831), (39.182346708028064, -76.990121697003), (39.161594631728086, -76.98850954706327), (39.14582528280179, -76.99178520024086), (39.150807416728306, -76.99667468950248), (39.17157185239801, -76.99828761052284), (39.18734179047061, -76.99501027080831))",0.08695652173913043,0.391304347826087,0.17391304347826086,0.13043478260869565,0.21739130434782608,,,,,,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.0,0.3333333333333333,,,,,,,,4.5,9.0,,,,0.0,0.0,,,,0.0,0.0,,,,11.5,23.0,,0.5652173913043479,,0.5555555555555556,
88f0428289fffff,223.0,0.0,2.0,1.0,0.0,22.0,4.0,13.0,42,119,56,124,355,1,0,0,0,1,13,38,24,50,93,0,0,0,0,0,698,-77.00972982667157,39.14499122862952,"((39.165776412887865, -77.01134305334054), (39.16078297757917, -77.0064536162374), (39.140006169407, -77.00483992303172), (39.12421041520331, -77.00811489403118), (39.12919086313524, -77.01300524641361), (39.149980056959954, -77.01461971291145), (39.165776412887865, -77.01134305334054))",0.06017191977077364,0.17048710601719197,0.08022922636103152,0.17765042979942694,0.5085959885386819,,,,,,0.05829596412556054,0.17040358744394618,0.10762331838565023,0.2242152466367713,0.4170403587443946,0.5,0.0,0.0,0.0,0.5,223.0,,10.136363636363637,55.75,17.153846153846153,0.0,,0.0,0.0,0.0,2.0,,0.09090909090909091,0.5,0.15384615384615385,698.0,,31.727272727272727,174.5,53.69230769230769,0.2507163323782235,,0.27802690582959644,0.0
88f042828bfffff,252.0,5.0,13.0,0.0,1.0,23.0,8.0,15.0,57,261,137,66,274,0,7,2,0,4,13,80,51,24,82,0,4,1,0,0,796,-77.00322452460476,39.11923372996598,"((39.140006169407, -77.00483992303172), (39.13502487509799, -76.9999500021768), (39.11426080323602, -76.99833413831898), (39.09846566333738, -77.00160742142545), (39.10343397669629, -77.00649825588843), (39.12421041520331, -77.00811489403118), (39.140006169407, -77.00483992303172))",0.07160804020100503,0.3278894472361809,0.1721105527638191,0.0829145728643216,0.3442211055276382,0.0,0.8,0.2,0.0,0.0,0.051587301587301584,0.31746031746031744,0.20238095238095238,0.09523809523809523,0.3253968253968254,0.0,0.5384615384615384,0.15384615384615385,0.0,0.3076923076923077,,252.0,10.956521739130435,31.5,16.8,,5.0,0.21739130434782608,0.625,0.3333333333333333,,13.0,0.5652173913043478,1.625,0.8666666666666667,,796.0,34.608695652173914,99.5,53.06666666666667,0.5,1.0,0.5198412698412698,0.6923076923076923
88f042828dfffff,533.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,105,129,103,77,851,0,0,0,0,0,48,48,57,34,344,0,0,0,0,0,1267,-77.00806560375345,39.18156415039487,"((39.20234968376045, -77.00967588511206), (39.19734327413673, -77.00478736504843), (39.17656611463332, -77.00317661600943), (39.16078297757917, -77.0064536162374), (39.165776412887865, -77.01134305334054), (39.18656596388513, -77.0129545735695), (39.20234968376045, -77.00967588511206))",0.08287292817679558,0.10181531176006314,0.08129439621152329,0.06077348066298342,0.6716653512233622,,,,,,0.0900562851782364,0.0900562851782364,0.10694183864915573,0.06378986866791744,0.6454033771106942,,,,,,,,,533.0,,,,,0.0,,,,,0.0,,,,,1267.0,,0.18310970797158643,,0.19699812382739212,
88f0428291fffff,254.0,21.0,32.0,0.0,1.0,29.0,10.0,18.0,40,269,118,36,117,0,18,10,1,3,15,117,64,12,45,0,10,9,1,1,580,-76.99020596819817,39.06779331933367,"((39.088540288750636, -76.99182570317073), (39.08358321918016, -76.98693481974703), (39.0628446003361, -76.98531462155022), (39.04705072663821, -76.98858453091003), (39.05199482815762, -76.99347632460514), (39.072745775699815, -76.99509729906364), (39.088540288750636, -76.99182570317073))",0.06896551724137931,0.46379310344827585,0.20344827586206896,0.06206896551724138,0.20172413793103447,0.0,0.47619047619047616,0.42857142857142855,0.047619047619047616,0.047619047619047616,0.05905511811023622,0.46062992125984253,0.25196850393700787,0.047244094488188976,0.17716535433070865,0.0,0.5625,0.3125,0.03125,0.09375,,254.0,8.758620689655173,25.4,14.11111111111111,,21.0,0.7241379310344828,2.1,1.1666666666666667,,32.0,1.103448275862069,3.2,1.7777777777777777,,580.0,20.0,58.0,32.22222222222222,0.6672413793103448,0.9047619047619047,0.7125984251968505,0.875
88f0428293fffff,2317.0,213.0,343.0,2.0,2.0,119.0,43.0,92.0,225,3646,1114,262,757,10,211,85,5,32,87,1351,498,84,291,7,121,59,3,23,6016,-76.98369272178581,39.04211035609741,"((39.0628446003361, -76.98531462155022), (39.05789961455163, -76.98042325930327), (39.037173712386796, -76.97880089741544), (39.021380490508875, -76.98206912092357), (39.02631251471441, -76.98696139177643), (39.04705072663821, -76.98858453091003), (39.0628446003361, -76.98531462155022))",0.03740026595744681,0.6060505319148937,0.18517287234042554,0.043550531914893616,0.12583111702127658,0.03286384976525822,0.568075117370892,0.27699530516431925,0.014084507042253521,0.107981220657277,0.03754855416486837,0.5830815709969789,0.2149331031506258,0.03625377643504532,0.12559343979283558,0.029154518950437316,0.6151603498542274,0.2478134110787172,0.014577259475218658,0.09329446064139942,1158.5,1158.5,19.470588235294116,53.883720930232556,25.184782608695652,106.5,106.5,1.7899159663865547,4.953488372093023,2.3152173913043477,171.5,171.5,2.8823529411764706,7.976744186046512,3.7282608695652173,3008.0,3008.0,50.554621848739494,139.90697674418604,65.3913043478261,0.7912234042553192,0.8450704225352113,0.7980146741476046,0.8629737609329446
88f0428295fffff,468.0,8.0,23.0,0.0,0.0,54.0,21.0,20.0,115,495,237,128,437,0,10,5,2,6,39,160,92,39,138,0,2,3,0,3,1414,-76.98855331590686,39.10432620857863,"((39.12507356447361, -76.99017010956088), (39.12010353980007, -76.98528013816893), (39.09936453230674, -76.98366288014884), (39.08358321918016, -76.98693481974703), (39.088540288750636, -76.99182570317073), (39.10929163083186, -76.99344373535823), (39.12507356447361, -76.99017010956088))",0.08132956152758133,0.35007072135785006,0.1676096181046676,0.09052333804809053,0.30905233380480907,0.0,0.25,0.375,0.0,0.375,0.08333333333333333,0.3418803418803419,0.19658119658119658,0.08333333333333333,0.2948717948717949,0.0,0.43478260869565216,0.21739130434782608,0.08695652173913043,0.2608695652173913,,,8.666666666666666,22.285714285714285,23.4,,,0.14814814814814814,0.38095238095238093,0.4,,,0.42592592592592593,1.0952380952380953,1.15,,,26.185185185185187,67.33333333333333,70.7,0.5176803394625177,0.625,0.5384615384615384,0.6521739130434783
88f0428297fffff,161.0,4.0,7.0,0.0,0.0,25.0,4.0,17.0,34,178,77,25,79,0,5,1,0,1,13,68,36,10,33,0,3,1,0,0,395,-76.98204392037078,39.078629889206795,"((39.09936453230674, -76.98366288014884), (39.094406597853286, -76.9787724282682), (39.07368029467409, -76.97715300522556), (39.05789961455163, -76.98042325930327), (39.0628446003361, -76.98531462155022), (39.08358321918016, -76.98693481974703), (39.09936453230674, -76.98366288014884))",0.08607594936708861,0.4506329113924051,0.1949367088607595,0.06329113924050633,0.2,0.0,0.75,0.25,0.0,0.0,0.08074534161490683,0.422360248447205,0.2236024844720497,0.062111801242236024,0.20496894409937888,0.0,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,,,6.44,40.25,9.470588235294118,,,0.16,1.0,0.23529411764705882,,,0.28,1.75,0.4117647058823529,,,15.8,98.75,23.235294117647058,0.6455696202531646,1.0,0.6459627329192547,0.8571428571428572
